EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"5,800",Yes,fixed,,Nil,Nil,16-Sep-2023 10:00 AM,26-Sep-2023 11:00 AM,16-Sep-2023 10:00 AM,25-Sep-2023 05:00 PM,NA ,NA ,16-Sep-2023 10:00 AM,25-Sep-2023 05:00 PM,Executive Officer,"Executive Officer, Bhadrak Municipality",1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid document cost, EMD, GST, Registration Certificate, Affidavit and other documents as per DTCN","4,000",0.0,Nil,Nil,No,Municipal Bodies||Bhadrak Municipality,BM-BDK-02-2023-24,2023_ORULB_94391_27,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of drain and paver road from Sk Jamal house towards RMC road in Ward No.17,Construction of drain and paver road from Sk Jamal house towards RMC road in Ward No.17,Please refer Tender documents. ,NA ,"5,77,000",Civil Works - Others,NA ,Tender,90.0,60.0,Bhadrak Municipality,756100.0,NA ,NA ,NA ,Municipal Council Bhadrak,No ,No,AOC,Gulmaki Dalawzi,Internal,Details attached below,Deviprasad Mohanty,22-Nov-2023 05:16 PM,finsummary_461926.pdf (236.75 KB),Municipal Bodies||Bhadrak Municipality,2023_ORULB_94391_27,BM-BDK-02-2023-24,Construction of drain and paver road from Sk Jamal house towards RMC road in Ward No.17,1.0,2268551.0,NIKHIL KUMAR SAHOO,INR,"577,000",Finance,ok,Pradip Kumar Saha,26-Sep-2023 01:52 PM,,BOQ Comparative Chart,1,2268551,NIKHIL KUMAR SAHOO,24-Sep-2023 06:23 PM,Accepted-AOC,Quoted first lowest,22-Nov-2023 05:17 PM,22-Nov-2023,"INR 577,000",60.0,Deviprasad Mohanty,22-Nov-2023 05:17 PM,27.pdf (823.00 KB),work order issued,Gulmaki Dalawzi,Internal,Details attached below,Deviprasad Mohanty,22-Nov-2023 05:13 PM,techsummary_461926.pdf (236.75 KB),AOC
,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2268524,Nirmal Chandra Sethi,24-Sep-2023 06:02 PM,Rejected-AOC,Quoted second lowest,22-Nov-2023 05:17 PM,,,,,,,,,,,,,,AOC
