S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
1.0,2218167.0,SHEKH FAIZAN,INR,"1,005,022.155",EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-BARGARH,2023_EICCL_92897_5,IFB-SE PWD-19 OF 2023-24,"Construction of Fixed Vision Centre at CHC level at Bhatli, Bargarh district for the year 2023-24.",ALOK KUMAR NAIK,Internal,1-VINIT KUMAR 2-BASANTA KUMAR DEHURY 3-UMESH CHANDRA BHOI,Alok Naik,31-Aug-2023 06:42 PM,02-Sep-2023 09:00 AM,techsummary_451588.pdf (392.30 KB),ALOK KUMAR NAIK,Internal,1-VINIT KUMAR 2-BASANTA KUMAR DEHURY 3-UMESH CHANDRA BHOI,Alok Naik,03-Nov-2023 01:28 PM,finsummary_451588.pdf (411.89 KB),03-Nov-2023,"INR 1,005,022.155",60.0,Alok Naik,03-Nov-2023 01:30 PM,AOCFVCBhatli.pdf (412.00 KB),1.0,2218167.0,SHEKH FAIZAN,25-Aug-2023 08:11 PM,Accepted-AOC,1ST LOWEST,03-Nov-2023 01:30 PM,Technical,Total no of 1 bidder participated for technical and financial evaluation process,Umesh Chandra Bhoi,29-Aug-2023 12:50 PM,,Finance,Total No of 1 no bidder participated and accepted for Technical Evaluation Process.,Umesh Chandra Bhoi,02-Sep-2023 11:47 AM,,BOQ Comparative Chart,AOC,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-BARGARH,IFB-SE PWD-19 OF 2023-24,2023_EICCL_92897_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,"SE (R AND B) DIVISION, BARGARH","O/O THE SE (R AND B) DIVISION, BARGARH, AT-NEAR GOVT BUS STAND, INFRONT OF WOMENS COLLEGE BARGARH","Construction of Fixed Vision Centre at CHC level at Bhatli, Bargarh district for the year 2023-24.","BUILDING WORK (CIVIL, EI AND PH)",PLEASE REFER THE TENDER DOCUMENTS ,NA ,"11,16,567",Civil Works - Buildings,NA ,Tender,90.0,60.0,BHATLI,768030.0,NA ,NA ,NA ,"O/O THE SE (R AND B) DIVISION, BARGARH",No ,No,22-Aug-2023 11:00 AM,29-Aug-2023 11:30 AM,22-Aug-2023 11:00 AM,28-Aug-2023 05:00 PM,22-Aug-2023 11:00 AM ,28-Aug-2023 05:00 PM ,22-Aug-2023 11:00 AM,28-Aug-2023 05:00 PM,02-Sep-2023 09:00 AM,1,ICICI BANK,"11,166",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,"TENDER COST, EMD, GSTIN, PAN, EPF, ESI, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,2,Finance,.xls,BILL OF QUANTITY,AOC
