Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"EXECUTIVE OFFICER,BOUDHGARH NAC","EXECUTIVE OFFICER,BOUDHGARH NAC","21,100",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,Construction of Paver Block Road at Khaliabagicha PWD Road to Moon Light Studio to Proposed ESCON Mandir in Ward No-15,Paver Block,Please refer Tender documents. ,NA ,"21,10,018",Civil Works - Roads,NA ,Tender,30.0,30.0,BOUDH,762014.0,NA ,NA ,NA ,NAC OFFICE,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER NOTICE,1,ICICI BANK,25-Aug-2023 10:00 AM,04-Sep-2023 11:00 AM,25-Aug-2023 10:00 AM,01-Sep-2023 05:00 PM,NA ,NA ,25-Aug-2023 10:00 AM,01-Sep-2023 05:00 PM,Municipal Bodies||Boudhgarh NAC,NACBDH/08-2023-24,2023_ORULB_92928_19,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,1,2228895,Kalyani Sahu,01-Sep-2023 02:14 PM,Rejected-AOC,As per lottery,09-Nov-2023 03:25 PM,09-Nov-2023,"INR 1,793,726",30.0,Pabitra Mohan Pradhan,09-Nov-2023 03:25 PM,wo.pdf (261.00 KB),As per lottery,Chairperson,Internal,"eo,me,je,accountant",Pabitra Mohan Pradhan,09-Nov-2023 03:21 PM,techsummary_452330.pdf (283.63 KB),Municipal Bodies||Boudhgarh NAC,2023_ORULB_92928_19,NACBDH/08-2023-24,Construction of Paver Block Road at Khaliabagicha PWD Road to Moon Light Studio to Proposed ESCON Mandir in Ward No-15,Chairperson,Internal,"eo,me,je,accountant",Pabitra Mohan Pradhan,09-Nov-2023 03:23 PM,finsummary_452330.pdf (283.63 KB),Finance,ALL TWO BIDS ARE ADMITTED,Manoranjan Panda,06-Sep-2023 10:18 AM,,BOQ Comparative Chart,1.0,2229445.0,SARAT KUMAR PRADHAN,INR,"1,793,726",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2229445,SARAT KUMAR PRADHAN,01-Sep-2023 03:27 PM,Accepted-AOC,As per lottery,09-Nov-2023 03:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
