Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Gulmaki Dalawzi,Internal,Details attached below,Deviprasad Mohanty,22-Nov-2023 05:07 PM,techsummary_461927.pdf (236.75 KB),1,2268553,NIKHIL KUMAR SAHOO,24-Sep-2023 06:45 PM,Accepted-AOC,Quoted first lowest,22-Nov-2023 05:10 PM,22-Nov-2023,"INR 829,000",60.0,Deviprasad Mohanty,22-Nov-2023 05:10 PM,28.pdf (869.00 KB),work order issued,Finance,ok,Pradip Kumar Saha,26-Sep-2023 01:55 PM,,BOQ Comparative Chart,1.0,2268553.0,NIKHIL KUMAR SAHOO,INR,"829,000",Municipal Bodies||Bhadrak Municipality,2023_ORULB_94391_28,BM-BDK-02-2023-24,Construction of paver road from Abdul Mazid Saha house towards Main road in Ward No.23,Gulmaki Dalawzi,Internal,Details attached below,Deviprasad Mohanty,22-Nov-2023 05:09 PM,finsummary_461927.pdf (869.39 KB),AOC,1,ICICI BANK,16-Sep-2023 10:00 AM,26-Sep-2023 11:00 AM,16-Sep-2023 10:00 AM,25-Sep-2023 05:00 PM,NA ,NA ,16-Sep-2023 10:00 AM,25-Sep-2023 05:00 PM,Construction of paver road from Abdul Mazid Saha house towards Main road in Ward No.23,Construction of paver road from Abdul Mazid Saha house towards Main road in Ward No.23,Please refer Tender documents. ,NA ,"8,29,000",Civil Works - Others,NA ,Tender,90.0,60.0,Bhadrak Municipality,756100.0,NA ,NA ,NA ,Municipal Council Bhadrak,No ,No,Municipal Bodies||Bhadrak Municipality,BM-BDK-02-2023-24,2023_ORULB_94391_28,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid document cost, EMD, GST, Registration Certificate, Affidavit and other documents as per DTCN","4,000",0.0,Nil,Nil,No,Executive Officer,"Executive Officer, Bhadrak Municipality","8,300",Yes,fixed,,Nil,Nil,AOC
,,,,,,2,2268533,Nirmal Chandra Sethi,24-Sep-2023 06:08 PM,Rejected-AOC,Quoted second lowest,22-Nov-2023 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,AOC
