Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"7,080",Nil,Nil,Yes,1.0,ICICI BANK,"BDO, SATYABADI",PANCHYAT SAMITI SATYABADI,"38,753",Yes,percentage,1.0%,Nil,Nil,Construction of Day Care Sub Center cum Health and wellness Center at Sriramchandrapur.,Construction of Day Care Sub-Center cum Health and wellness Center at Sriramchandrapur.,Please refer DTCN ,NA ,"38,75,313",Civil Works - Buildings,Sub Center ,Tender,180.0,180.0,SATYABADI BLOCK,752014.0,NA ,NA ,NA ,O/O SATYABADI PANCHYAT SAMITI,No ,No,06-Jun-2023 03:00 PM,26-Jun-2023 11:00 AM,06-Jun-2023 03:00 PM,22-Jun-2023 05:00 PM,NA ,NA ,06-Jun-2023 03:00 PM,22-Jun-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, EMD, PAN, GST, Registration Certificate , Experience Certificate etc",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Puri||SATYABADI Block,BID NO.Satyabadi.01/2023-24,2023_ZPSAT_89663_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,1,2162376,Maa Dakhinakali Sanitary,21-Jun-2023 05:48 PM,Accepted-AOC,Won the lottery,10-Nov-2023 09:26 AM,10-Nov-2023,"INR 3,294,403.7",180.0,LOCHAN DAS,10-Nov-2023 09:26 AM,02.pdf (2227.00 KB),MAA DAKHINAKALI SANITARY won the transparent lottery system,BDO Satyabadi,Internal,,LOCHAN DAS,10-Nov-2023 08:41 AM,finsummary_440344.pdf (1015.33 KB),Finance,All the documents of 03 (three) no. of bidders are downloaded successfully and taken into further evaluation,AMRIT GAJENDRA,30-Jul-2023 10:43 PM,,BOQ Comparative Chart,BDO SATYABADI,Internal,,LOCHAN DAS,10-Nov-2023 08:25 AM,techsummary_440344.pdf (1015.33 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Puri||SATYABADI Block,2023_ZPSAT_89663_1,BID NO.Satyabadi.01/2023-24,Construction of Day Care Sub Center cum Health and wellness Center at Sriramchandrapur.,1.0,2162376.0,Maa Dakhinakali Sanitary,INR,"3,294,403.7",AOC
,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,AOC,2,2165646,PRASANNAJIT MISHRA,22-Jun-2023 09:40 AM,Rejected-AOC,Lost the lottery,10-Nov-2023 09:26 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,AOC,3,2165701,RAMESH SETHI,22-Jun-2023 11:26 AM,Rejected-AOC,Lost the lottery,10-Nov-2023 09:26 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
