Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"4,000",0.0,Nil,Nil,No,CONSTRUCTION OF ROAD IN SANJIB NAGAR FROM MAHALAXMI SWAIN HOUSE TO JAGANNATH HOUSE IN WARD NO-2,CONSTRUCTION OF ROAD IN SANJIB NAGAR FROM MAHALAXMI SWAIN HOUSE TO JAGANNATH HOUSE IN WARD NO-2,Please refer Tender documents. ,NA ,"6,39,779",Civil Works - Roads,NA ,Tender,45.0,75.0,GUNUPUR,765022.0,NA ,NA ,NA ,GUNUPUR,No ,No,"6,398",Yes,percentage,1.0%,Nil,Nil,1,ICICI BANK,Municipal Bodies||Gunupur Municipal Council,GUN-MUN-59/2023-24,2023_ORULB_92150_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,EXECUTIVE OFFICER GUNULPUR MUNICIPALITY,EXECUTIVE OFFICER GUNULPUR MUNICIPALITY,1.0,Fee/PreQual/Technical/Finance,.pdf,"LICENSE,GSTIN,PAN,AFFIDEVIT,NO RELATION CETIFICATE AND AS PER NIT AND DTCN",12-Aug-2023 10:00 AM,25-Aug-2023 11:00 AM,12-Aug-2023 10:00 AM,24-Aug-2023 05:00 PM,12-Aug-2023 10:00 AM ,22-Aug-2023 05:00 PM ,12-Aug-2023 10:00 AM,24-Aug-2023 05:00 PM,AOC,Municipal Bodies||Gunupur Municipal Council,2023_ORULB_92150_11,GUN-MUN-59/2023-24,CONSTRUCTION OF ROAD IN SANJIB NAGAR FROM MAHALAXMI SWAIN HOUSE TO JAGANNATH HOUSE IN WARD NO-2,"Chairperosn, Gunupur Muncipality",Internal,"CHAIRPERSON,GUNUPUR MUNICIPALITY, EXECUTIVE OFFICER, GUNUPUR MUNICIPALITY, ASST. ENGINEER, GUNUPUR MUNICIPALITY, ASST. COLLECTOR AND OTHER MEMBER",SATYASAMPARNA ROUT,28-Oct-2023 07:26 PM,finsummary_447578.pdf (355.09 KB),Finance,ALL BIDS ADMITTED,Biswanath Saraka,08-Sep-2023 08:25 PM,finance_447578.pdf,BOQ Comparative Chart,1.0,2213484.0,SIBA PRASAD GOUDA,INR,"515,130.92",16-Nov-2023,"INR 542,185.867",75.0,SATYASAMPARNA ROUT,16-Nov-2023 11:56 AM,11p.pdf (3947.00 KB),CONSTRUCTION OF ROAD IN SANJIB NAGAR FROM MAHALAXMI SWAIN HOUSE TO JAGANNATH HOUSE IN WARD NO-2,1,2215165,CHINNARI VENKATA KRISHNA RAO,23-Aug-2023 10:26 PM,Rejected-AOC,L2,16-Nov-2023 11:57 AM,Chairperson Gunupur Municipality,Internal,"CHAIRPERSON,GUNUPUR MUNICIPALITY, EXECUTIVE OFFICER, GUNUPUR MUNICIPALITY, ASST. ENGINEER, GUNUPUR MUNICIPALITY, ASST. COLLECTOR AND OTHER MEMBER",SATYASAMPARNA ROUT,28-Oct-2023 07:23 PM,techsummary_447578.pdf (1919.06 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2213484,SIBA PRASAD GOUDA,23-Aug-2023 12:34 PM,Accepted-AOC,L1 in lottery process,16-Nov-2023 11:57 AM,,,,,,,AOC
