S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,Construction of Paver Road from Hirany Sir House to Gobadharn Naik House in Ward No-09 Under Udala NAC,Construction of Paver Road from Hirany Sir House to Gobadharn Naik House in Ward No-09 Under Udala NAC,Please refer Tender documents. ,NA ,"5,89,803",Civil Works - Roads,NA ,Tender,90.0,30.0,Udala,757041.0,NA ,NA ,NA ,Udala NAC,No ,No,"4,000",0.0,Nil,Nil,No,Municipal Bodies||Udala NAC,UDLN-02/2023-24,2023_ORULB_94260_23,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"5,898",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Executive Officer,Udala NAC,16-Sep-2023 10:00 AM,28-Sep-2023 03:00 PM,16-Sep-2023 10:00 AM,28-Sep-2023 02:30 PM,NA ,NA ,16-Sep-2023 10:00 AM,28-Sep-2023 02:30 PM,AOC,Executive Officer,Mixed,"Assistant Collector, Account Officer, ME and JE",DHANESWAR KISKU,04-Nov-2023 07:17 PM,finsummary_462108.pdf (564.77 KB),Municipal Bodies||Udala NAC,2023_ORULB_94260_23,UDLN-02/2023-24,Construction of Paver Road from Hirany Sir House to Gobadharn Naik House in Ward No-09 Under Udala NAC,1.0,2273907.0,RANJAN KUMAR PATRA,INR,"501,391",Finance,Tender opened and send for scrutiny of documents before the tender committe,Susanta Kumar Patra,11-Oct-2023 07:46 PM,,BOQ Comparative Chart,04-Nov-2023,"INR 501,391",30.0,DHANESWAR KISKU,04-Nov-2023 07:23 PM,WC.pdf (702.00 KB),value excluding GST,1,2271736,BIBHUTI KUMAR PARIDA,28-Sep-2023 12:03 PM,Rejected-Finance,Not Qualifying in Lottery systems,04-Nov-2023 07:17 PM,Executive Officer,Mixed,"Asst Collector, Account officer, ME and JE",DHANESWAR KISKU,04-Nov-2023 06:54 PM,techsummary_462108.pdf (465.21 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2273637,MANARANJAN MOHANTY,27-Sep-2023 05:06 PM,Rejected-Finance,Not Qualifying in Lottery systems,04-Nov-2023 07:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2270812,MITU NAIK,25-Sep-2023 07:53 PM,Rejected-Finance,Not Qualifying in Lottery systems,04-Nov-2023 07:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2273907,RANJAN KUMAR PATRA,28-Sep-2023 11:48 AM,Accepted-AOC,Selected through Lottery System,04-Nov-2023 07:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2271108,SANJAY KUMAR PUHAN,28-Sep-2023 03:00 AM,Rejected-Finance,Not Qualifying in Lottery systems,04-Nov-2023 07:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2274197,SUBHASISH PATI,28-Sep-2023 01:17 PM,Rejected-Finance,Not Qualifying in Lottery systems,04-Nov-2023 07:17 PM,,,,,,,AOC
