Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"7,080",Nil,Nil,No,12-Jul-2023 11:00 AM,26-Jul-2023 11:00 AM,12-Jul-2023 11:00 AM,25-Jul-2023 05:00 PM,12-Jul-2023 11:00 AM ,21-Jul-2023 05:00 PM ,12-Jul-2023 11:00 AM,25-Jul-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Regd. Certificate, PAN, GST, Affidavits and other documents as per DTCN.","General Manager, Sewerage, WATCO, Cuttack","General Manager, Sewerage, WATCO, Cuttack","36,000",Yes,fixed,,Nil,Nil,"Construction of the house connections to the sewerage system, Cuttack in Zone-6C/G-44/W-46/SIKHARPUR UPAR SAHI.","Construction of the house connections to the sewerage system, Cuttack in Zone-6C/G-44/W-46/SIKHARPUR UPAR SAHI.",Please refer Tender documents. ,NA ,"35,23,000",Civil Works - Water Works,NA ,Tender,120.0,90.0,Cuttack,753004.0,NA ,NA ,NA ,"General Manager, Sewerage, WATCO, Cuttack",No ,No,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Sewerage Division Cuttack,GM-WATCO-Sewerage-03/2023-24 dtd.05.07.2023,2023_WSDC_90549_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,AOC,1.0,2185684.0,HIMANSHU BHUSHAN PATRA,INR,"3,198,906",18-Nov-2023,"INR 3,198,906",90.0,N. Ashok Kumar Choudhury,18-Nov-2023 12:07 PM,AOC-G44.PDF (464.00 KB),"GM, Sewerage, WATCO, Cuttack",Internal,,N. Ashok Kumar Choudhury,18-Nov-2023 12:04 PM,finsummary_443593.pdf (214.90 KB),WATCO Bhubaneswar||Director (Operation) Watco||WATCO Sewerage Division Cuttack,2023_WSDC_90549_1,GM-WATCO-Sewerage-03/2023-24 dtd.05.07.2023,"Construction of the house connections to the sewerage system, Cuttack in Zone-6C/G-44/W-46/SIKHARPUR UPAR SAHI.",1,2185684,HIMANSHU BHUSHAN PATRA,25-Jul-2023 12:57 PM,Accepted-AOC,L1. Awarded as per SC Contractor,18-Nov-2023 12:07 PM,"GM, Sewerage, WATCO, Cuttack",Internal,,N. Ashok Kumar Choudhury,18-Nov-2023 12:01 PM,techsummary_443593.pdf (441.66 KB),Finance,2 Nos. bidders are participate.,N. Ashok Kumar Choudhury,27-Jul-2023 01:50 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,2,2185584,JAPAN JENA,25-Jul-2023 11:49 AM,Rejected-AOC,L1,18-Nov-2023 12:07 PM,,,,,,,,,,,,,AOC
