Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,RFP,Rural Water Supply and Sanitation,"EIC, RWSS-64_III/2022-23",2023_RWSS_87155_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,21-Mar-2023 05:40 PM,20-Apr-2023 11:30 AM,21-Mar-2023 05:40 PM,18-Apr-2023 05:00 PM,21-Mar-2023 05:40 PM ,27-Mar-2023 05:00 PM ,21-Mar-2023 05:40 PM,18-Apr-2023 05:00 PM,30-Jun-2023 05:30 PM,Execution supply installation testing commissioning and acceptance of Solar PV integrated Dual Pump to Balasore Division in the State of Odisha,Execution supply installation testing commissioning and acceptance of Solar PV integrated Dual Pump to Balasore Division in the State of Odisha,Please refer Tender documents. ,NA ,"11,15,53,662",Civil Works - Water Works,NA ,Tender,365.0,540.0,Balasore,751001.0,EIC RWSS ODISHA BHUBANESWAR ,EIC RWSS ODISHA BHUBANESWAR ,28-Mar-2023 11:30 AM ,EIC RWSS ODISHA BHUBANESWAR,No ,No,EIC RWSS ODISHA BHUBANESWAR,EIC RWSS ODISHA BHUBANESWAR,"10,000",0.0,Nil,Nil,No,1.0,Time Extension,Date,,"11,15,537",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,AOC,17-Nov-2023,"INR 113,561,622",540.0,Pramod Kumar Nayak,17-Nov-2023 11:34 AM,Agreement.pdf (1706.00 KB),L1,Finance,02 bids opened.,Pramod Kumar Nayak,30-Jun-2023 05:46 PM,,BOQ Comparative Chart,1.0,2110285.0,ALFA PROJECTS AND SERVICES PRIVATE LIMITED,INR,"113,561,622",Rural Water Supply and Sanitation,2023_RWSS_87155_1,"EIC, RWSS-64_III/2022-23",Execution supply installation testing commissioning and acceptance of Solar PV integrated Dual Pump to Balasore Division in the State of Odisha,Technical,Three Technical Bids opened online,Pramod Kumar Nayak,20-Apr-2023 01:20 PM,,Secretery PRDW,Internal,Director PRDW EIC RWSS CE-I CE-II ACE O/o EIC Accounts Department Law Department,Pramod Kumar Nayak,17-Nov-2023 11:31 AM,finsummary_431856.pdf (89.22 KB),EIC RWSS Bhubaneswar,Internal,CE-I CE-II ACE-PMDI ACE O/o EIC SE O/o EIC AO O/o EIC,Pramod Kumar Nayak,30-Jun-2023 12:27 PM,30-Jun-2023 05:30 PM,techsummary_431856.pdf (601.99 KB),1,2110285,ALFA PROJECTS AND SERVICES PRIVATE LIMITED,18-Apr-2023 02:06 PM,Accepted-AOC,L1,17-Nov-2023 11:37 AM,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,CORRIGENDUM,Other,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2116036,Greenco Systems Private Limited,18-Apr-2023 04:39 PM,Rejected-Technical,Reject,30-Jun-2023 12:27 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2115293,SURYA INTERNATIONAL ENTERPRISE PRIVATE LIMITED,18-Apr-2023 11:58 AM,Rejected-AOC,L2 and rejected,17-Nov-2023 11:37 AM,AOC
