S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Corrigendum Regarding DTCN revised,Other,,"6,000",0.0,Nil,Nil,No,Construction of Paver Surface over Kutcha Road from Nifront of Kedar Tripathy res to Pramod Ratho Res (Nakti Bandha) in Ward No 17,Please referee the Tender Documents,CIVIL WORK ,NA ,"12,63,285",Civil Works - Others,NA ,Tender,90.0,60.0,Nabarangpur,764059.0,NA ,NA ,NA ,Nabarangpur Municipality,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, GST Registration Certificate, GSTIN, PAN and Other Documents.","Executive Officer,Nabarangpur Municipality","At - Nabarangpur Municipality, Nabarangpur","12,633",Yes,fixed,,Nil,Nil,24-Aug-2023 11:00 AM,04-Sep-2023 11:00 AM,24-Aug-2023 11:00 AM,02-Sep-2023 05:00 PM,NA ,NA ,24-Aug-2023 11:00 AM,02-Sep-2023 05:00 PM,Municipal Bodies||Nabarangpur Municipality,EONM-03/2023-24(51),2023_ORULB_92969_43,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,AOC,1,2231236,Mahendra Kumar Choudhury,02-Sep-2023 01:09 PM,Rejected-Finance,disqualified,03-Nov-2023 09:41 AM,03-Nov-2023,"INR 1,200,247",60.0,Upendra Kumar Nayak,03-Nov-2023 09:42 AM,4069_NM_43.pdf (386.00 KB),Sri. Kunu Nayak,Internal,"Chairman, ADM, Executive Officer, Municipal Engineer, Accountant",Upendra Kumar Nayak,03-Nov-2023 09:35 AM,techsummary_453259.pdf (1718.39 KB),Sri. Kunu Nayak,Internal,"Chairman, ADM, Executive Officer, Municipal Engineer, Accountant",Upendra Kumar Nayak,03-Nov-2023 09:41 AM,finsummary_453259.pdf (1718.39 KB),Municipal Bodies||Nabarangpur Municipality,2023_ORULB_92969_43,EONM-03/2023-24(51),Construction of Paver Surface over Kutcha Road from Nifront of Kedar Tripathy res to Pramod Ratho Res (Nakti Bandha) in Ward No 17,1.0,2231219.0,M/s SANGRAM KUMAR MOHAPATRA,INR,"1,200,247",Finance,As per the OPWD code bidder is qualified,Upendra Kumar Nayak,03-Nov-2023 09:27 AM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC,2,2231219,M/s SANGRAM KUMAR MOHAPATRA,02-Sep-2023 01:02 PM,Accepted-AOC,As per the OPWD code bidder is qualified,03-Nov-2023 09:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
