Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"EXECUTIVE OFFICER,NAC DASPALLA","EXECUTIVE OFFICER,NAC DASPALLA","10,000",Yes,fixed,,Nil,Nil,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,Municipal Bodies||Daspalla NAC,NAC-Daspalla/ 01/2023-24,2023_ORULB_89922_43,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of CC Road from Pithakhai Pokhari to the Smasana at Krushna Chandrapur Patna in Ward no. 11 of NAC Daspalla,Construction of CC Road from Pithakhai Pokhari to the Smasana at Krushna Chandrapur Patna in Ward no. 11 of NAC Daspalla,Please refer Tender documents. ,NA ,"10,00,000",Civil Works - Roads,NA ,Tender,90.0,90.0,DASPALLA,752084.0,NA ,NA ,NA ,NAC OFFICE DASPALLA,No ,No,29-Jun-2023 12:00 PM,13-Jul-2023 11:00 AM,29-Jun-2023 12:00 PM,12-Jul-2023 05:00 PM,NA ,NA ,29-Jun-2023 12:00 PM,12-Jul-2023 05:00 PM,1,ICICI BANK,AOC,SMT PUNAM PRIYADARSHINEE,Internal,,Dillip Kumar Behera,13-Oct-2023 02:46 PM,finsummary_441848.pdf (222.28 KB),Municipal Bodies||Daspalla NAC,2023_ORULB_89922_43,NAC-Daspalla/ 01/2023-24,Construction of CC Road from Pithakhai Pokhari to the Smasana at Krushna Chandrapur Patna in Ward no. 11 of NAC Daspalla,1.0,2174484.0,SOUMYA RANJAN MISHRA,INR,"847,373",Finance,OK,Ashok Kumar Dalabehera,10-Aug-2023 03:35 PM,finance_441848.pdf,BOQ Comparative Chart,01-Nov-2023,"INR 847,373",90.0,Dillip Kumar Behera,04-Nov-2023 04:04 PM,43.pdf (244.00 KB),1,2174547,MAKABULU KHAN,10-Jul-2023 06:40 AM,Rejected-Finance,EXCESS,13-Oct-2023 02:46 PM,SMT PUNAM PRIYADARSHINEE,Internal,,Ashok Kumar Dalabehera,10-Aug-2023 03:36 PM,techsummary_441848.pdf (3871.32 KB),AOC
,,,,,,,,,,,,,,,.pdf,ALL TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2174484,SOUMYA RANJAN MISHRA,09-Jul-2023 07:42 PM,Accepted-AOC,OK,04-Nov-2023 04:07 PM,,,,,,,AOC
