Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
14-Aug-2023 10:00 AM,24-Aug-2023 11:00 AM,14-Aug-2023 10:00 AM,23-Aug-2023 05:00 PM,NA ,NA ,14-Aug-2023 10:00 AM,23-Aug-2023 05:00 PM,"4,000",0.0,Nil,Nil,No,"6,100",Yes,fixed,,Nil,Nil,Executive Officer,"O/O Executive Officer, Angul Municipality",Construction of road from Susanta Das house to Pratap Mishra house near Gadia Bandha ward No.10,Construction of road from Susanta Das house to Pratap Mishra house near Gadia Bandha ward No.10,Please refer Tender documents. ,NA ,"6,09,454",Civil Works - Roads,NA ,Tender,90.0,60.0,Angul,759122.0,NA ,NA ,NA ,"O/O Executive Officer, Angul Municipality",No ,No,Municipal Bodies||Angul Municipality,EO/AGLM-11/2023-24,2023_ORULB_92284_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid cost, EMD online, RC, GSTIN, PAN, Affidavit and other document as per DTCN",AOC,1,2213968,ARUNA KUMAR PRADHAN,23-Aug-2023 03:12 PM,Rejected-AOC,Unsuccessful,09-Nov-2023 12:04 PM,"Akshya Kumar Samant, Chairperson",Internal,"Sri Akshya Kumar Samant,Chairperson, Angul Municipality , Smt.Madhusmita Bishi, OAS, E.O.,Angul Municipality, Sri Harihar Naik, ATO, Angul, Sri Rabin Kumar DAS, AEE, Angul Municipality",Ghanashyam Tripathy,17-Oct-2023 04:09 PM,finsummary_448456.pdf (196.66 KB),Finance,FIVE NOS BIDDER PARTICIPATED,Girija Sankar Mallik,24-Aug-2023 12:46 PM,,BOQ Comparative Chart,09-Nov-2023,"INR 518,096",60.0,Ghanashyam Tripathy,09-Nov-2023 11:55 AM,AOC.pdf (923.00 KB),Date of agreement 18.09.2023 Date of completion 17.11.2023,"Akshya Kumar Samant, Chairperson",Internal,"Sri Akshya Kumar Samant,Chairperson, Angul Municipality , Sri Girija Sankar Mallick, OAS, E.O.,Angul Municipality, Sri Harihar Naik, ATO, Angul, Sri Rabin Kumar DAS, AEE, Angul Municipality",Ghanashyam Tripathy,16-Oct-2023 12:28 PM,techsummary_448456.pdf (461.47 KB),Municipal Bodies||Angul Municipality,2023_ORULB_92284_7,EO/AGLM-11/2023-24,Construction of road from Susanta Das house to Pratap Mishra house near Gadia Bandha ward No.10,1.0,2211936.0,BAPUJI KUMAR SAHOO,INR,"518,096",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of quantity in Xls,AOC,2,2211936,BAPUJI KUMAR SAHOO,22-Aug-2023 04:17 PM,Accepted-AOC,Lottery winner,09-Nov-2023 12:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2213066,Gouri Shankar sethi,23-Aug-2023 09:53 AM,Rejected-AOC,Lottery looser,09-Nov-2023 12:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2214167,MAHESWAR ROUT,23-Aug-2023 03:42 PM,Rejected-AOC,Unsuccessful,09-Nov-2023 12:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2213890,NARAYAN NAYAK,23-Aug-2023 02:21 PM,Rejected-AOC,Unsuccessful,09-Nov-2023 12:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
