S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1,ICICI BANK,"2,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor License, T.P., E.M.D., PAN, GST, Affidavit and other relevant documents of this DTCN","Renovation of Gurudwara Baba Deep Singh Ji, Budhijam, Brajrajnagar, Vill-Budhijam, Ward No.3. (CMSA)","Gurudwara Baba Deep Singh Ji, Budhijam, Brajrajnagar",Please refer Tender documents ,NA ,"4,00,000",Civil Works - Buildings,NA ,Tender,90.0,90.0,Brajrajnagar Municipal Area,768216.0,NA ,NA ,NA ,Brajrajnagar Municipality,No ,No,Municipal Bodies||Brajrajnagar Municipality,BRJNRM -04/2023-24,2023_ORULB_95116_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",Yes,fixed,,Nil,Nil,Executive Officer Brajrajnagar Municipality,Brajrajnagar Municipality At-Lamtibahal PO-Brajrajnagar Dist-Jharsuguda,05-Oct-2023 11:00 AM,19-Oct-2023 11:00 AM,05-Oct-2023 11:00 AM,16-Oct-2023 05:00 PM,NA ,NA ,05-Oct-2023 11:00 AM,16-Oct-2023 05:00 PM,AOC,1.0,2289553.0,JAGANNATH SAHU,INR,"323,937.21",Municipal Bodies||Brajrajnagar Municipality,2023_ORULB_95116_5,BRJNRM -04/2023-24,"Renovation of Gurudwara Baba Deep Singh Ji, Budhijam, Brajrajnagar, Vill-Budhijam, Ward No.3. (CMSA)","Kumari Jagyanseni Oram, Administrator, Brajrajnagar Municipality",Internal,"Junior Engineer, Junior Engineer, Municipal Engineer, Executive Officer, Chairperson, Brajrajnagar Municipality.",Chandramani Swain,20-Nov-2023 10:45 AM,techsummary_465544.pdf (366.07 KB),"Kumari Jagyanseni Oram, Administrator, Brajrajnagar Municipality",Internal,"Junior Engineer, Junior Engineer, Municipal Engineer, Executive Officer, Chairperson, Brajrajnagar Municipality.",Chandramani Swain,20-Nov-2023 10:48 AM,finsummary_465544.pdf (366.07 KB),Finance,ok,Chandramani Swain,19-Oct-2023 03:54 PM,finance_465544.pdf,BOQ Comparative Chart,20-Nov-2023,"INR 400,000",90.0,Chandramani Swain,20-Nov-2023 10:52 AM,5.pdf (184.00 KB),1,2289553,JAGANNATH SAHU,16-Oct-2023 03:34 PM,Accepted-AOC,Accepted,20-Nov-2023 10:53 AM,AOC
2,ICICI NEFT/RTGS,,,,,,,,.xls,Bills of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2289763,SARVAN PANDIT,16-Oct-2023 04:39 PM,Rejected-AOC,Rejected,20-Nov-2023 10:53 AM,AOC
