Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Subarnapur,OLIC-SNP-01-2023-24,2023_OLIC_92372_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,16-Aug-2023 11:00 AM,25-Aug-2023 11:00 AM,16-Aug-2023 11:00 AM,24-Aug-2023 05:00 PM,16-Aug-2023 11:00 AM ,23-Aug-2023 05:00 PM ,16-Aug-2023 11:00 AM,24-Aug-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,,GST,GST Challan,Tender Cost, EMD Challan, License, Affidavits and Jointventure As per DTCN.","17,022",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,Executive Engineer,O/o the Executive Engineer Near Royal Field Sonepur,1.0,ICICI BANK,Installation and energisation of Kudopali- lll (Revial) LIPs under SonepurBlock in Subarnapur District,Installation and energisation of Kudopali- lll (Revial) LIPs under SonepurBlock in Subarnapur District,Please refer to the DTCN. ,NA ,"17,02,178",Civil Works - Others,Lift Irrigation Project (Revival) ,Tender,60.0,90.0,Sonepur,767017.0,NA ,NA ,NA ,Sonepur,No ,No,AOC,1,2210103,M/S PRADHAN CONSTRUCTION PROP SASMITA PRADHAN,24-Aug-2023 11:51 AM,Rejected-AOC,Not seleted,22-Nov-2023 08:40 AM,Executive Engineer,Internal,,Prafula Kumar Behara,20-Oct-2023 09:30 PM,techsummary_448282.pdf (463.51 KB),Finance,Opened,Prafula Kumar Behara,19-Sep-2023 10:30 PM,finance_448282.pdf,BOQ Comparative Chart,1.0,2211472.0,Namita Sahu,INR,"1,908,343",22-Nov-2023,"INR 1,908,343",90.0,Prafula Kumar Behara,22-Nov-2023 08:39 AM,AOCELECT.PDF (504.00 KB),Executive Engineer,Internal,,Prafula Kumar Behara,12-Nov-2023 05:53 PM,finsummary_448282.pdf (97.45 KB),Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Subarnapur,2023_OLIC_92372_2,OLIC-SNP-01-2023-24,Installation and energisation of Kudopali- lll (Revial) LIPs under SonepurBlock in Subarnapur District,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,2,2211472,Namita Sahu,24-Aug-2023 04:15 PM,Accepted-AOC,seleted,22-Nov-2023 08:40 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2212418,Ranjan Patra,24-Aug-2023 08:10 AM,Rejected-AOC,Not seleted,22-Nov-2023 08:40 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
