S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1,ICICI BANK,1.0,Extension of Date,Date,,Municipal Bodies||Barpali NAC,EOBRP/02/2023-24,2023_ORULB_92824_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,22-Aug-2023 11:00 AM,11-Sep-2023 11:00 AM,22-Aug-2023 11:00 AM,09-Sep-2023 05:00 PM,22-Aug-2023 11:00 AM ,01-Sep-2023 05:00 PM ,22-Aug-2023 11:00 AM,09-Sep-2023 05:00 PM,Construction of Paver Road over Kutcha Road from NH to in front of Durga Mandap in ward no.01( including Periodical Maintenance of 3 Years),Construction of Paver Road over Kutcha Road,Please refer Tender documents. ,NA ,"4,21,250",Civil Works - Roads,NA ,Tender,120.0,60.0,Barpali,768029.0,NA ,NA ,NA ,"Office of the E.O, Barpali NAC",No ,No,"Executive Officer, NAC Barpali","Office of the E.O, Barpali NAC","4,213",Yes,percentage,1.0%,Nil,Nil,"2,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,AOC,1,2234535,BIBHUTI BHUSAN MISHRA,04-Sep-2023 03:37 PM,Rejected-AOC,2nd lowest,08-Nov-2023 09:42 AM,"Chairman, NAC Barpali",Internal,"Chairperson, Executive Officer, Addl. Tahasildar, Sub-Treasury Officer, Municipal Engineer",Bhuban Kumar Satpathy,11-Oct-2023 03:07 PM,finsummary_451019.pdf (534.08 KB),Finance,Tender open success,Bhuban Kumar Satpathy,11-Sep-2023 12:39 PM,,BOQ Comparative Chart,01-Nov-2023,"INR 421,222",60.0,Bhuban Kumar Satpathy,08-Nov-2023 09:42 AM,AOC6.pdf (278.00 KB),Work order issued,"Chairman, NAC Barpali",Internal,"Chairperson, Executive Officer, Addl. Tahasildar, Sub-Treasury Officer, Municipal Engineer",Bhuban Kumar Satpathy,11-Oct-2023 12:03 PM,techsummary_451019.pdf (534.08 KB),Municipal Bodies||Barpali NAC,2023_ORULB_92824_6,EOBRP/02/2023-24,Construction of Paver Road over Kutcha Road from NH to in front of Durga Mandap in ward no.01( including Periodical Maintenance of 3 Years),1.0,2234635.0,DINGARA MEHER,INR,"421,228",AOC
2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"BIDCOST, EMD, PAN, GSTN, NO RELATION CERTIFICATE, AFFIDAVIT, REGISTRATION CERTIFICATE etc asper DTCN",AOC,2,2234635,DINGARA MEHER,04-Sep-2023 03:12 PM,Accepted-AOC,1st lowest,08-Nov-2023 09:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
