Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"2,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,AFFADAVIT REGISTRATION LABOUR LICENSE ETCs ALL OTHER DOCs AS PER DTCN,"Construction by way of renovation of kalyan mandap at chandipada, ward no .06","Construction by way of renovation of kalyan mandap at chandipada, ward no .06",Please refer Tender documents. ,NA ,"3,38,942",Civil Works - Buildings,NA ,Tender,120.0,45.0,NAC BINKA,767019.0,NA ,NA ,NA ,NAC BINKA,No ,No,02-Sep-2023 11:00 AM,18-Sep-2023 11:00 AM,02-Sep-2023 11:00 AM,16-Sep-2023 05:00 PM,02-Sep-2023 11:00 AM ,16-Sep-2023 05:00 PM ,02-Sep-2023 11:00 AM,16-Sep-2023 05:00 PM,Municipal Bodies||Binka NAC,BINKA-NAC-03/2023-24,2023_ORULB_93579_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"3,400",Yes,fixed,,Nil,Nil,1,ICICI BANK,EXECUTIVE OFFICER NAC BINKA,NAC OFFICE CAMPUS BINKA,AOC,CHAIRPERSON NAC BINKA,Internal,MUNICIPAL ENGINEER JUNIOR ENGINEER ACCOUNTANT,Satya Narayan Pradhan,01-Nov-2023 03:45 PM,finsummary_457092.pdf (444.72 KB),Municipal Bodies||Binka NAC,2023_ORULB_93579_16,BINKA-NAC-03/2023-24,"Construction by way of renovation of kalyan mandap at chandipada, ward no .06",1.0,2252633.0,JOGESWARI BISHI,INR,"338,941.7",Finance,BIDS HAVE BEEN OPENED,Satya Narayan Pradhan,18-Sep-2023 01:36 PM,,BOQ Comparative Chart,01-Nov-2023,"INR 338,941.7",45.0,Satya Narayan Pradhan,01-Nov-2023 03:45 PM,16.pdf (706.00 KB),OK,1,2252633,JOGESWARI BISHI,14-Sep-2023 11:16 AM,Accepted-AOC,SELECTED,01-Nov-2023 03:46 PM,CHAIRPERSON NAC BINKA,Internal,MUNICIPAL ENGINEER JUNIOR ENGINEER ACCOUNTANT,Satya Narayan Pradhan,01-Nov-2023 03:42 PM,techsummary_457092.pdf (444.72 KB),AOC
,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2258172,Manoj Kumar Panda,16-Sep-2023 10:01 AM,Rejected-AOC,NOT SELECTED,01-Nov-2023 03:46 PM,,,,,,,AOC
