Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"Akshya Kumar Samant, Chairperson",Internal,"Sri Akshya Kumar Samant,Chairperson, Angul Municipality , Smt.Madhusmita Bishi, OAS, E.O.,Angul Municipality, Sri Harihar Naik, ATO, Angul, Sri Rabin Kumar DAS, AEE, Angul Municipality",Ghanashyam Tripathy,09-Nov-2023 12:19 PM,techsummary_452214.pdf (352.29 KB),Municipal Bodies||Angul Municipality,2023_ORULB_92916_7,EO/AGLM-12/2023-24,Const. of c.c. drain from Rabi Jena house to Kedar Behera house in ward No.19,1.0,2230779.0,Gouri Shankar sethi,INR,"551,785",1,2230857,BODHINATH JAGADISH CHANDRA,02-Sep-2023 11:22 AM,Rejected-AOC,Unsuccessful,21-Nov-2023 01:41 PM,Finance,3 Nos bidder participated,Ghanashyam Tripathy,13-Sep-2023 12:15 PM,,BOQ Comparative Chart,"Akshya Kumar Samant, Chairperson",Internal,"Sri Akshya Kumar Samant,Chairperson, Angul Municipality , Smt.Madhusmita Bishi, OAS, E.O.,Angul Municipality, Sri Harihar Naik, ATO, Angul, Sri Rabin Kumar DAS, AEE, Angul Municipality",Ghanashyam Tripathy,21-Nov-2023 12:25 PM,finsummary_452214.pdf (352.29 KB),21-Nov-2023,"INR 551,785",60.0,Ghanashyam Tripathy,21-Nov-2023 01:40 PM,AOC.pdf (683.00 KB),Date of agreement 5.10.2023 date of completion 4.12.2023,AOC,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid cost, EMD online, RC,GSTIN,PAN, Affidavit and other document as per DTCN",23-Aug-2023 10:00 AM,04-Sep-2023 11:00 AM,23-Aug-2023 10:00 AM,02-Sep-2023 05:00 PM,NA ,NA ,23-Aug-2023 10:00 AM,02-Sep-2023 05:00 PM,"5,550",Yes,fixed,,Nil,Nil,Municipal Bodies||Angul Municipality,EO/AGLM-12/2023-24,2023_ORULB_92916_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Executive Officer,"O/O Executive Officer, Angul Municipality","4,000",0.0,Nil,Nil,No,Const. of c.c. drain from Rabi Jena house to Kedar Behera house in ward No.19,Const. of c.c. drain from Rabi Jena house to Kedar Behera house in ward No.19,Please refer Tender documents. ,NA ,"5,51,785",Civil Works - Others,NA ,Tender,90.0,60.0,Angul,759122.0,NA ,NA ,NA ,"O/O Executive Officer, Angul Municipality",No ,No,AOC
,,,,,,,,,,,,,,,2,2230779,Gouri Shankar sethi,02-Sep-2023 10:53 AM,Accepted-AOC,Successful,21-Nov-2023 01:41 PM,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,2231293,SARAT MAHANTY,02-Sep-2023 01:29 PM,Rejected-AOC,Unsuccessful,21-Nov-2023 01:41 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
