Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Municipal Bodies||Kamakhyanagar NAC,03/2023-24,2023_ORULB_92905_55,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Construction of Paver Road leading from Naresh Rout house towards Abhimanyu Sahu house in Ward No-11, Kamakhyanagar NAC","Construction of Paver Road leading from Naresh Rout house towards Abhimanyu Sahu house in Ward No-11, Kamakhyanagar NAC",Please refer Tender documents. ,NA ,"4,29,120",Civil Works - Others,NA ,Tender,30.0,40.0,Kamakhyanagar NAC,759018.0,NA ,NA ,NA ,Kamakhyanagar NAC,No ,No,23-Aug-2023 11:00 AM,02-Sep-2023 11:00 AM,23-Aug-2023 11:00 AM,01-Sep-2023 05:00 PM,NA ,NA ,23-Aug-2023 11:00 AM,01-Sep-2023 05:00 PM,"Executive Officer, Kamakhyanagar NAC","Executive Officer, Kamakhyanagar NAC","4,291",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, GST Registration Certificate, Labour Licences PAN and Other Documents","2,000",0.0,Nil,Nil,No,1.0,ADDITION OF SOME TERM AND CONDITION,Technical Bid,,1.0,ICICI BANK,AOC,Municipal Bodies||Kamakhyanagar NAC,2023_ORULB_92905_55,03/2023-24,"Construction of Paver Road leading from Naresh Rout house towards Abhimanyu Sahu house in Ward No-11, Kamakhyanagar NAC",Dharmananda Parida,Internal,"Executive Officer, Municipal Engineer, Junior Engineer, Dealing Asst",Jatindra Kumar Mishra,08-Nov-2023 06:34 PM,finsummary_452011.pdf (17.15 KB),Finance,OK,Birendra Kumar Behera,04-Sep-2023 10:59 AM,,BOQ Comparative Chart,1.0,2228308.0,Satyabrata Das,INR,"429,120",08-Nov-2023,"INR 429,120",40.0,Jatindra Kumar Mishra,08-Nov-2023 06:35 PM,1999.pdf (348.00 KB),aoc,1.0,2228135.0,RASHMITA ROUT,31-Aug-2023 11:41 PM,Rejected-Finance,REJECTED,08-Nov-2023 06:34 PM,Dharmananda Parida,Internal,"Executive Officer, Municipal Engineer, Junior Engineer, Dealing Asst",Jatindra Kumar Mishra,08-Nov-2023 06:28 PM,techsummary_452011.pdf (17.15 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit and other documents as per DTCN,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2228308.0,Satyabrata Das,01-Sep-2023 10:50 AM,Accepted-AOC,AOC,08-Nov-2023 06:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
