EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"5,719",Yes,fixed,,Nil,Nil,25-Aug-2023 04:30 PM,01-Sep-2023 11:00 AM,25-Aug-2023 04:30 PM,31-Aug-2023 05:00 PM,NA ,NA ,25-Aug-2023 04:30 PM,31-Aug-2023 05:00 PM,"4,000",0.0,Nil,Nil,No,1,ICICI BANK,EO,Basudevpur Municipality,Municipal Bodies||Basudevpur Municipality,BSPM-01-2023-24,2023_ORULB_93068_77,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Construction of paver road from Susanta Sethi house towards Kalandi Sethi house ward 12,Construction of paver road from Susanta Sethi house towards Kalandi Sethi house ward 12,Please refer Tender documents. ,NA ,"5,71,922",Civil Works - Roads,NA ,Tender,90.0,30.0,Basudevpur Municipality,756125.0,NA ,NA ,NA ,Basudevpur Municipality,No ,No,AOC,Municipal Bodies||Basudevpur Municipality,2023_ORULB_93068_77,BSPM-01-2023-24,Construction of paver road from Susanta Sethi house towards Kalandi Sethi house ward 12,NIBEDITA BEHERA,Internal,,Manas Kumar Dandapat,09-Nov-2023 03:37 PM,finsummary_453507.pdf (10275.71 KB),Finance,ok,Manas Kumar Dandapat,04-Sep-2023 11:01 AM,finance_453507.pdf,BOQ Comparative Chart,1,2222845,KAUSHALYA SAMAL(S.C),INR,"728,228",10-Nov-2023,"INR 728,228",30.0,Manas Kumar Dandapat,10-Nov-2023 02:03 PM,77.pdf (249.00 KB),1,2222845,KAUSHALYA SAMAL(S.C),29-Aug-2023 11:13 AM,Accepted-AOC,OK,10-Nov-2023 02:03 PM,NIBEDITA BEHERA,Internal,"EO,ME,JE",Manas Kumar Dandapat,08-Nov-2023 11:03 AM,techsummary_453507.pdf (10275.71 KB),AOC
,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,2,2222938,Maheswar Sethi,INR,"748,646",,,,,,,2,2222938,Maheswar Sethi,29-Aug-2023 11:38 AM,Accepted-AOC,OK,10-Nov-2023 02:03 PM,,,,,,,AOC
