Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
Finance,OK,Ashok Kumar Dalabehera,10-Aug-2023 01:13 PM,finance_441712.pdf,BOQ Comparative Chart,1.0,2175280.0,BISWA RANJAN PRADHAN,INR,"150,594",Municipal Bodies||Daspalla NAC,2023_ORULB_89922_18,NAC-Daspalla/ 01/2023-24,Construction of RCC Drain with Cover Slab near Siba Mandir in Ward no. 06 of NAC Daspalla,SMT PUNAM PRIYADARSHINEE,Internal,,Dillip Kumar Behera,12-Oct-2023 10:56 AM,finsummary_441712.pdf (212.04 KB),SMT PUNAM PRIYADARSHINEE,Internal,,Ashok Kumar Dalabehera,10-Aug-2023 01:38 PM,techsummary_441712.pdf (3871.32 KB),1,2174605,BIRANCHI NARAYAN PRADHAN,10-Jul-2023 08:29 AM,Rejected-Finance,EXCESS,12-Oct-2023 10:56 AM,26-Oct-2023,"INR 150,594",90.0,Dillip Kumar Behera,03-Nov-2023 05:25 PM,18.pdf (240.00 KB),AOC,29-Jun-2023 12:00 PM,13-Jul-2023 11:00 AM,29-Jun-2023 12:00 PM,12-Jul-2023 05:00 PM,NA ,NA ,29-Jun-2023 12:00 PM,12-Jul-2023 05:00 PM,600.0,0.0,Nil,Nil,No,Municipal Bodies||Daspalla NAC,NAC-Daspalla/ 01/2023-24,2023_ORULB_89922_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of RCC Drain with Cover Slab near Siba Mandir in Ward no. 06 of NAC Daspalla,Construction of RCC Drain with Cover Slab near Siba Mandir in Ward no. 06 of NAC Daspalla,Please refer Tender documents. ,NA ,"1,77,700",Civil Works - Others,NA ,Tender,90.0,90.0,DASPALLA,752084.0,NA ,NA ,NA ,NAC OFFICE DASPALLA,No ,No,1,ICICI BANK,"1,777",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,"EXECUTIVE OFFICER,NAC DASPALLA","EXECUTIVE OFFICER,NAC DASPALLA",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2175280,BISWA RANJAN PRADHAN,10-Jul-2023 04:59 PM,Accepted-AOC,OK,03-Nov-2023 05:25 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,.pdf,ALL TENDER DOCUMENTS,,,AOC
