Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Municipal Bodies||Balasore Municipality,BM_08_2023_24,2023_ORULB_94222_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,13-Sep-2023 01:00 PM,22-Sep-2023 11:00 AM,13-Sep-2023 01:00 PM,21-Sep-2023 05:00 PM,NA ,NA ,13-Sep-2023 01:00 PM,21-Sep-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"4,000",0.0,Nil,Nil,No,Renovation of existing MCC at Sunhat In W. N. 03 under Balasore Municipality,Renovation of existing MCC at Sunhat In W. N. 03 under Balasore Municipality,Please refer Tender documents. ,NA ,"7,35,948",Civil Works - Others,NA ,Tender,90.0,60.0,BALASORE MUNICIPALITY,756003.0,NA ,NA ,NA ,BALASORE MUNICIPALITY,No ,No,1,ICICI BANK,"7,359",Yes,percentage,1.0%,Nil,Nil,EXECUTIVE OFFICER,BALASORE MUNICIPALITY,AOC,1,2260958,MONALISHA ENTERPRISE,18-Sep-2023 06:02 PM,Accepted-AOC,WO,02-Nov-2023 04:52 PM,EO ME CP,Internal,,Pranabananda Sahu,02-Nov-2023 04:50 PM,finsummary_460914.pdf (541.44 KB),Finance,Tender opened successfully,Pranabananda Sahu,22-Sep-2023 12:42 PM,,BOQ Comparative Chart,02-Nov-2023,"INR 868,419",60.0,Pranabananda Sahu,02-Nov-2023 04:51 PM,WO0806.pdf (390.00 KB),EO ME CP,Internal,,Pranabananda Sahu,02-Nov-2023 04:50 PM,techsummary_460914.pdf (541.44 KB),1.0,2260958.0,MONALISHA ENTERPRISE,INR,"625,629.25",Municipal Bodies||Balasore Municipality,2023_ORULB_94222_6,BM_08_2023_24,Renovation of existing MCC at Sunhat In W. N. 03 under Balasore Municipality,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,AOC,2,2263102,NANDA KISHORE RATH,21-Sep-2023 01:59 PM,Rejected-Technical,L2,02-Nov-2023 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
