EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"2,006",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Municipal Bodies||Gudari NAC,GUD-NAC-02-2023-24,2023_ORULB_92898_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,23-Aug-2023 06:00 PM,02-Sep-2023 11:00 AM,23-Aug-2023 06:00 PM,01-Sep-2023 06:00 PM,NA ,NA ,23-Aug-2023 06:00 PM,01-Sep-2023 06:00 PM,"2,000",0.0,Nil,Nil,No,Construction of Paver road at Sri Ram nagar from Sunil Choudhury house to Bye pass road WN-11 of NAC Gudari under Greenfield for WBM OR WMM road.,Construction of Paver road at Sri Ram nagar from Sunil Choudhury house to Bye pass road WN-11 of NAC Gudari under Greenfield for WBM OR WMM road.,Please refer Tender documents. ,NA ,"2,00,674",Civil Works - Others,NA ,Rate Contract,90.0,30.0,GUDARI,765026.0,NA ,NA ,NA ,GUDARI NAC,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,LICENSE EMD PAPER COST GST CLEARANCE ETC,EXECUTIVE OFFICER,GUDARI NAC,AOC,1,2227007,Balaram Panigrahi,31-Aug-2023 04:47 PM,Rejected-AOC,REJECTED IN LOTTERY PROCESS,23-Nov-2023 09:17 PM,"Chairperson, Gudari NAC",Internal,"Executive Officer, Gudari NAC Municipal Engineer Gudari NAC Junior Engineer, Gudari NAC Accountant Gudari NAC",Girish Chandra Mishra,16-Sep-2023 03:35 PM,finsummary_451669.pdf (1044.27 KB),Finance,ALL BIDDER STOOD L1. DOWNLOADED FOR FINAL SCRUTINY.,Girish Chandra Mishra,03-Sep-2023 02:13 PM,finance_451669.pdf,BOQ Comparative Chart,29-Sep-2023,"INR 201,300",30.0,Murali Krushna Panda,23-Nov-2023 09:15 PM,02.pdf (181.00 KB),"Chairperson, Gudari NAC",Internal,"Executive Officer, Gudari NAC Municipal Engineer Gudari NAC Junior Engineer, Gudari NAC Accountant Gudari NAC",Girish Chandra Mishra,16-Sep-2023 02:13 PM,techsummary_451669.pdf (2487.87 KB),Municipal Bodies||Gudari NAC,2023_ORULB_92898_2,GUD-NAC-02-2023-24,Construction of Paver road at Sri Ram nagar from Sunil Choudhury house to Bye pass road WN-11 of NAC Gudari under Greenfield for WBM OR WMM road.,1.0,2228353.0,PRABHATA KUMAR MISHRA,INR,"201,300",AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,AOC,2,2228756,GOURISANKAR MISHRA,01-Sep-2023 01:28 PM,Rejected-AOC,REJECTED IN LOTTERY PROCESS,23-Nov-2023 09:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2228353,PRABHATA KUMAR MISHRA,01-Sep-2023 11:46 AM,Accepted-AOC,SELECTED IN LOTTERY PROCESS,23-Nov-2023 09:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2225041,SAMARENDRA BISWAJIT BISWAL,30-Aug-2023 03:59 PM,Rejected-AOC,REJECTED IN LOTTERY PROCESS,23-Nov-2023 09:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2225355,SATCHIDANANDA PADHI,31-Aug-2023 12:31 PM,Rejected-AOC,REJECTED IN LOTTERY PROCESS,23-Nov-2023 09:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
