Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Bank Name,Tender Stage
Dharmananda Parida,Internal,"Executive Officer, Municipal Engineer, Junior Engineer, Dealing Asst",Jatindra Kumar Mishra,06-Nov-2023 11:45 AM,techsummary_452119.pdf (17.15 KB),06-Nov-2023,"INR 1,257,266",40.0,Jatindra Kumar Mishra,06-Nov-2023 11:48 AM,1889.pdf (736.00 KB),AOC,1.0,2225994.0,RANJIT SAHOO,31-Aug-2023 01:02 AM,Accepted-AOC,AOC,06-Nov-2023 11:55 AM,1.0,2225994.0,RANJIT SAHOO,INR,"1,257,266",Finance,OK,Birendra Kumar Behera,04-Sep-2023 11:55 AM,,BOQ Comparative Chart,Dharmananda Parida,Internal,"Executive Officer, Municipal Engineer, Junior Engineer, Dealing Asst",Jatindra Kumar Mishra,06-Nov-2023 11:47 AM,finsummary_452119.pdf (17.15 KB),Municipal Bodies||Kamakhyanagar NAC,2023_ORULB_92905_73,03/2023-24,"Construction of Paver Road leading from Nala Bandha towards Ramial river Road in Ward No-12, Kamakhyanagar NAC",AOC,1.0,ADDITION OF SOME TERM AND CONDITION,Technical Bid,,"6,000",0.0,Nil,Nil,No,"12,573",Yes,percentage,1.0%,Nil,Nil,"Construction of Paver Road leading from Nala Bandha towards Ramial river Road in Ward No-12, Kamakhyanagar NAC","Construction of Paver Road leading from Nala Bandha towards Ramial river Road in Ward No-12, Kamakhyanagar NAC",Please refer Tender documents. ,NA ,"12,57,266",Civil Works - Others,NA ,Tender,30.0,40.0,Kamakhyanagar NAC,759018.0,NA ,NA ,NA ,Kamakhyanagar NAC,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, GST Registration Certificate, Labour Licences PAN and Other Documents",Municipal Bodies||Kamakhyanagar NAC,03/2023-24,2023_ORULB_92905_73,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Officer, Kamakhyanagar NAC","Executive Officer, Kamakhyanagar NAC",23-Aug-2023 11:00 AM,02-Sep-2023 11:00 AM,23-Aug-2023 11:00 AM,01-Sep-2023 05:00 PM,NA ,NA ,23-Aug-2023 11:00 AM,01-Sep-2023 05:00 PM,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,2.0,2226288.0,SANJEEB KUMAR BISWAL,31-Aug-2023 10:41 AM,Rejected-Finance,Excess rate,06-Nov-2023 11:47 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit and other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
