Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost,EMD,GST,Civil License,HT License,PAN, GSTIN,Affidavit,Joint Venture and other as per DTCN","Executive Engineer, L.I. Division, Keonjhar","Office of the Executive Engineer, L.I. Division, Keonjhar, At/Po- Dhrupada, Via- Raisuan, Dist- Keonjhar",Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Keonjhar,e-Procurement BID ID No. 03 EELID (KJR/2023-24),2023_OLIC_92456_4,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,22-Aug-2023 04:00 PM,29-Aug-2023 11:00 AM,22-Aug-2023 04:00 PM,28-Aug-2023 05:00 PM,22-Aug-2023 04:00 PM ,25-Aug-2023 05:00 PM ,22-Aug-2023 04:00 PM,28-Aug-2023 05:00 PM,"21,838",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Change in date and time of Tender Publishing,Date,,Revival of Daradipal-I L.I. Project under Ghasipura block in Keonjhar district,"Construction of Head works, distribution and energization of Daradipal-I L.I. Project under Ghasipura block in Keonjhar district",Please refer Tender documents. ,NA ,,Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,Keonjhar,758001.0,NA ,NA ,NA ,"Office of the E.E., L.I. Division, Keonjhar",No ,No,AOC,20-Oct-2023,"INR 1,856,424",90.0,BUDHURAI SANGESHAMAD,11-Nov-2023 02:46 PM,Daradipal.pdf (317.00 KB),Work order issued after agreement,1.0,2220155.0,MADHUMITA CONSTRUCTION AND SERVICES PROP KAMAL LOCHAN NAYAK,INR,"1,856,424",EXECUTIVE ENGINEER,Internal,ESTIMATOR AND DIVISIONAL ACCOUNTANT,Sahadev Sethy,01-Oct-2023 12:37 PM,finsummary_451849.pdf (539.57 KB),Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Keonjhar,2023_OLIC_92456_4,e-Procurement BID ID No. 03 EELID (KJR/2023-24),Revival of Daradipal-I L.I. Project under Ghasipura block in Keonjhar district,Finance,6 nos. bidder participated in this tender,BUDHURAI SANGESHAMAD,08-Sep-2023 11:43 AM,finance_451849.pdf,BOQ Comparative Chart,1,2219875,ALOKA KUMAR BHUYAN,27-Aug-2023 07:12 PM,Rejected-Technical,Unsuccessful bidder,28-Sep-2023 01:31 PM,EXECUTIVE ENGINEER,Internal,ESTIMATOR AND DIVISIONAL ACCOUNTANT,Sahadev Sethy,28-Sep-2023 01:31 PM,techsummary_451849.pdf (255.35 KB),AOC
,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Revised Rate of GST amount on tender paper cost,Fee,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2220249,ASIT KUMAR SAHANI,27-Aug-2023 10:54 PM,Rejected-Technical,Unsuccessful bidder,28-Sep-2023 01:31 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2220155,MADHUMITA CONSTRUCTION AND SERVICES PROP KAMAL LOCHAN NAYAK,27-Aug-2023 09:36 PM,Accepted-AOC,Work awarded to successful bidder,11-Nov-2023 02:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2218011,M/S SOUDAMINI ELECTRICAL WORKS,25-Aug-2023 05:55 PM,Rejected-Finance,Unsuccessful bidder,01-Oct-2023 12:37 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2221937,PRAFULLA KUMAR SAHOO,28-Aug-2023 04:22 PM,Rejected-Technical,Form-G not submitted,28-Sep-2023 01:31 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2221345,SURAMA SAHOO,28-Aug-2023 01:46 PM,Rejected-Technical,Less GST,28-Sep-2023 01:31 PM,,,,,,,AOC
