S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM II,SC RandB GM-II-22/2023-24,2023_EICCL_93982_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"80,200",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Cost of tender paper EMD PAN GSTIN Regn certificate Affidavit and other documents as per DTCN,"Construction of Security Room kitchen cum dining, cycle stand, approach road and CC Drain of Odisha Adarsha Vidyalaya at Baurigandapalli in Ganjam district for the year 2023-24.",Building work,Please refer Tender documents. ,NA ,"80,15,717",Civil Works - Buildings,NA ,Tender,90.0,180.0,Baurigandapalli,760008.0,NA ,NA ,NA ,O/o S.E. Ganjam RandB Division No.II Berhampur,No ,No,08-Sep-2023 10:00 AM,21-Sep-2023 11:30 AM,08-Sep-2023 10:00 AM,18-Sep-2023 04:00 PM,08-Sep-2023 10:00 AM ,12-Sep-2023 04:00 PM ,08-Sep-2023 10:00 AM,18-Sep-2023 04:00 PM,27-Sep-2023 12:50 PM,"10,000",0.0,Nil,Nil,No,Superintending Engineer,O/o S.E. Ganjam RandB Division No.II Hillpatna Berhampur,AOC,Technical,Four nos of bidder participated and under scrutiny.,Satyaban Patel,22-Sep-2023 12:53 PM,technical_459702.pdf,1,2260664,JAGADISH MISHRA,18-Sep-2023 03:04 PM,Rejected-AOC,Not qualify for agreement,28-Nov-2023 04:16 PM,Finance,Four nos of bidder after financial evaluation,Tapan Kumar Behera,27-Sep-2023 01:15 PM,finance_459702.pdf,BOQ Comparative Chart,28-Nov-2023,"INR 8,015,717",180.0,Satyaban Patel,28-Nov-2023 04:15 PM,20231128041928.pdf (122.00 KB),work awarded to Sri Krushna Chandra Nayak,Superintending Engineer,Internal,DAO and Estimator,Satyaban Patel,28-Nov-2023 04:13 PM,finsummary_459702.pdf (122.12 KB),Superintending Engineer,Internal,DAO and Estimator,Satyaban Patel,27-Sep-2023 12:40 PM,27-Sep-2023 12:50 PM,techsummary_459702.pdf (91.76 KB),EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM II,2023_EICCL_93982_2,SC RandB GM-II-22/2023-24,"Construction of Security Room kitchen cum dining, cycle stand, approach road and CC Drain of Odisha Adarsha Vidyalaya at Baurigandapalli in Ganjam district for the year 2023-24.",1.0,2260304.0,Krushna Chandra Nayak,INR,"6,814,161",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,2,2260304,Krushna Chandra Nayak,18-Sep-2023 01:49 PM,Accepted-AOC,Work awarded,28-Nov-2023 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,3,2259539,PATITAPABAN ACHARYA,18-Sep-2023 01:21 PM,Rejected-AOC,Not qualify for agreement,28-Nov-2023 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,4,2260736,SILU BARIK,18-Sep-2023 03:40 PM,Rejected-AOC,Not qualify for agreement,28-Nov-2023 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
