Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Sambalpur,EEOLICSBP-07/2023-24,2023_OLIC_93500_62,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"E.E. L.I. Division, Sambalpur","E.E. L.I. Division, Sambalpur, Binakhandi",1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender cost, GST Registration Certificate, PAN, Contractor RC Affidavits, undertakings and any other",1.0,ICICI BANK,"14,362",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,Revival of Amnapali RL Project under Kolabira Block in Jharsuguda District,Revival of Amnapali RL Project under Kolabira Block in Jharsuguda District,Please refer Tender documents. ,NA ,"14,36,208",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,Kolabira,768213.0,NA ,NA ,NA ,"O/o E.E. L.I. Division, Sambalpur",No ,No,01-Sep-2023 10:00 AM,12-Sep-2023 10:00 AM,01-Sep-2023 10:00 AM,11-Sep-2023 05:00 PM,01-Sep-2023 10:00 AM ,08-Sep-2023 05:00 PM ,01-Sep-2023 10:00 AM,11-Sep-2023 05:00 PM,AOC,Pradeep Kumar Swain,Internal,"Niranjan Naik, Rabindranath Nayak, Manoj Kumar Mishra",Pradeep Kumar Swain,23-Sep-2023 03:54 PM,techsummary_456665.pdf (574.11 KB),Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Sambalpur,2023_OLIC_93500_62,EEOLICSBP-07/2023-24,Revival of Amnapali RL Project under Kolabira Block in Jharsuguda District,1.0,2240871.0,NAYAK AND BHOTHARS,INR,"1,220,920.33",1,2249458,AJAYA KUMAR SAHU,11-Sep-2023 04:52 PM,Rejected-AOC,Not Award of Contract,04-Nov-2023 11:10 AM,04-Nov-2023,"INR 1,220,920.33",90.0,Pradeep Kumar Swain,04-Nov-2023 11:10 AM,Tcn0762.pdf (614.00 KB),Agreement Done,Pradeep Kumar Swain,Internal,"Niranjan Naik, Rabindranath Nayak, Manoj Kumar Mishra",Pradeep Kumar Swain,04-Nov-2023 11:09 AM,finsummary_456665.pdf (305.19 KB),Finance,Tender Open,Pradeep Kumar Swain,12-Sep-2023 05:26 PM,finance_456665.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,2244901,GOMATI TANTY,08-Sep-2023 02:01 PM,Rejected-AOC,Not Award of Contract,04-Nov-2023 11:10 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,2240871,NAYAK AND BHOTHARS,06-Sep-2023 10:11 PM,Accepted-AOC,Award of Contract,04-Nov-2023 11:10 AM,,,,,,,,,,,,,,,,,,,,AOC
