Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"Repair and Renovation of Academic Block EMRS Bulding, Shyamsundarpur under Bangriposi Block","Repair and Renovation of Academic Block EMRS Bulding, Shyamsundarpur under Bangriposi Block",C and B ,NA ,,Civil Works - Others,NA ,Tender,90.0,120.0,BARIPADA,757002.0,NA ,NA ,NA ,"ITDA, BARIPADA",No ,No,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"License / PAN / GST / Affidavit / Online Payment Confirmation Slip / Etc.,","28,000",Yes,fixed,,Nil,Nil,ST and SC Development Deptt||ITDA Baripada,ITDABPD-03/2023-24,2023_STSCD_94536_17,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,18-Sep-2023 10:00 AM,12-Oct-2023 11:00 AM,18-Sep-2023 10:00 AM,11-Oct-2023 05:30 PM,NA ,NA ,18-Sep-2023 10:00 AM,11-Oct-2023 05:30 PM,"6,000",0.0,Nil,Nil,No,"Project Administrator, ITDA, Baripada","Murgabadi, Baripada",AOC,"Collector and District Magistrate, Mayurbhanj",Internal,"PA, ITDA, Baripada / AEO (Tech, ZP, Mayurbhanj / AEE, ITDA, Baripada / AEs, ITDA, Baripda",LAMBODAR MAJHI,04-Nov-2023 01:21 PM,finsummary_462679.pdf,ST and SC Development Deptt||ITDA Baripada,2023_STSCD_94536_17,ITDABPD-03/2023-24,"Repair and Renovation of Academic Block EMRS Bulding, Shyamsundarpur under Bangriposi Block",Finance,Subject to verification of Original Documents,LAMBODAR MAJHI,04-Nov-2023 01:09 PM,,04-Nov-2023,"INR 2,379,595.534",120.0,LAMBODAR MAJHI,04-Nov-2023 01:40 PM,TenderProceeding_03.pdf,Accepted and Selected through transparent lottery system,"Collector and District Magistrate, Mayurbhanj",Internal,"PA, ITDA, Baripada / AEO (Tech, ZP, Mayurbhanj / AEE, ITDA, Baripada / AEs, ITDA, Baripda",LAMBODAR MAJHI,04-Nov-2023 01:16 PM,techsummary_462679.pdf,AOC
,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
