Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"Executive Officer, Kamakhyanagar NAC","Executive Officer, Kamakhyanagar NAC",1.0,ADDITION OF SOME TERM AND CONDITION,Technical Bid,,"10,691",Yes,percentage,1.0%,Nil,Nil,"Construction of Paver Road leading from Pitambar Sahu house towards Jhumpana Pokhari in Ward No-02, Kamakhyanagar NAC","Construction of Paver Road leading from Pitambar Sahu house towards Jhumpana Pokhari in Ward No-02, Kamakhyanagar NAC",Please refer Tender documents. ,NA ,"10,69,052",Civil Works - Others,NA ,Tender,30.0,40.0,Kamakhyanagar NAC,759018.0,NA ,NA ,NA ,Kamakhyanagar NAC,No ,No,Municipal Bodies||Kamakhyanagar NAC,03/2023-24,2023_ORULB_92905_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,23-Aug-2023 11:00 AM,02-Sep-2023 11:00 AM,23-Aug-2023 11:00 AM,01-Sep-2023 05:00 PM,NA ,NA ,23-Aug-2023 11:00 AM,01-Sep-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, GST Registration Certificate, Labour Licences PAN and Other Documents","6,000",0.0,Nil,Nil,No,AOC,1.0,2228046.0,BIRAJA PRASAD SASMAL,31-Aug-2023 11:10 PM,Rejected-Finance,LOWEST TWO,08-Nov-2023 11:10 AM,08-Nov-2023,"INR 1,069,052",40.0,Birendra Kumar Behera,08-Nov-2023 11:16 AM,2101.pdf (260.00 KB),WORK ORDER VALUE RS 1069052.00,Dharmananda Parida,Internal,"EXECUTIVE OFFICER,MUNICIPAL ENGINEER,JUNIOR ENGINEER,DEALING ASST.",Birendra Kumar Behera,08-Nov-2026 04:14 PM,techsummary_451760.pdf (19.33 KB),Dharmananda Parida,Internal,"EXECUTIVE OFFICER,MUNICIPAL ENGINEER,JUNIOR ENGINEER,DEALING ASST.",Birendra Kumar Behera,08-Jun-2026 04:14 PM,finsummary_451760.pdf (19.33 KB),Municipal Bodies||Kamakhyanagar NAC,2023_ORULB_92905_13,03/2023-24,"Construction of Paver Road leading from Pitambar Sahu house towards Jhumpana Pokhari in Ward No-02, Kamakhyanagar NAC",1.0,2228019.0,SHAKTI PRASADJEE,INR,"1,069,052",Finance,ok,Birendra Kumar Behera,02-Sep-2023 01:14 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.pdf,Affidavit and other documents as per DTCN,,,,,,AOC,2.0,2228019.0,SHAKTI PRASADJEE,31-Aug-2023 11:02 PM,Accepted-AOC,WORK ORDER TO L1,08-Nov-2023 11:17 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
