Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Municipal Bodies||Daspalla NAC,NAC-Daspalla/ 01/2023-24,2023_ORULB_89922_55,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,"4,820",Yes,fixed,,Nil,Nil,1,ICICI BANK,"2,000",0.0,Nil,Nil,No,"EXECUTIVE OFFICER,NAC DASPALLA","EXECUTIVE OFFICER,NAC DASPALLA",29-Jun-2023 12:00 PM,13-Jul-2023 11:00 AM,29-Jun-2023 12:00 PM,12-Jul-2023 05:00 PM,NA ,NA ,29-Jun-2023 12:00 PM,12-Jul-2023 05:00 PM,Construction of CC Road near Panda House (Existing CC Road) towards Kuanria River in Ward no. 16 of NAC Daspalla,Construction of CC Road near Panda House (Existing CC Road) towards Kuanria River in Ward no. 16 of NAC Daspalla,Please refer Tender documents. ,NA ,"4,82,000",Civil Works - Roads,NA ,Tender,90.0,90.0,DASPALLA,752084.0,NA ,NA ,NA ,NAC OFFICE DASPALLA,No ,No,AOC,SMT PUNAM PRIYADARSHINEE,Internal,,Dillip Kumar Behera,13-Oct-2023 03:38 PM,finsummary_441894.pdf (220.96 KB),Municipal Bodies||Daspalla NAC,2023_ORULB_89922_55,NAC-Daspalla/ 01/2023-24,Construction of CC Road near Panda House (Existing CC Road) towards Kuanria River in Ward no. 16 of NAC Daspalla,1.0,2176194.0,SWETA MOHANTY,INR,"408,474",Finance,OK,Dillip Kumar Behera,10-Aug-2023 03:39 PM,finance_441894.pdf,BOQ Comparative Chart,1,2175626,MAKABULU KHAN,11-Jul-2023 11:47 AM,Rejected-Finance,EXCESS,13-Oct-2023 03:38 PM,01-Nov-2023,"INR 408,474",90.0,Dillip Kumar Behera,06-Nov-2023 10:40 AM,55.pdf (242.00 KB),SMT PUNAM PRIYADARSHINEE,Internal,,Dillip Kumar Behera,10-Aug-2023 03:40 PM,techsummary_441894.pdf (3874.93 KB),AOC
,,,,,,,,,,,,,,,,.pdf,ALL TENDER DOCUMENTS,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2176194,SWETA MOHANTY,12-Jul-2023 06:38 AM,Accepted-AOC,OK,06-Nov-2023 10:40 AM,,,,,,,,,,,,,AOC
