S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1,ICICI BANK,Municipal Bodies||Barpali NAC,EOBRP/03/2022-23,2023_ORULB_87165_34,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"1,630",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,"Executive Officer, NAC, Barpali","O/o of the NAC, Barpali Dist.-Bargarh, Pin-768029",600.0,0.0,Nil,Nil,No,23-Mar-2023 11:00 AM,05-Apr-2023 11:00 AM,23-Mar-2023 11:00 AM,03-Apr-2023 05:00 PM,23-Mar-2023 11:00 AM ,03-Apr-2023 05:00 PM ,23-Mar-2023 11:00 AM,03-Apr-2023 05:00 PM,Repairing of CC road from Dina Meher house to NH-26 in Ward No.6,Repairing of CC road from Dina Meher house to NH-26 in Ward No.6,Please refer Tender documents. ,NA ,"1,63,027",Civil Works - Others,NA ,Tender,120.0,30.0,NAC Barpali,768029.0,NA ,NA ,NA ,"O/o of the NAC, Barpali",No ,No,AOC,Municipal Bodies||Barpali NAC,2023_ORULB_87165_34,EOBRP/03/2022-23,Repairing of CC road from Dina Meher house to NH-26 in Ward No.6,"Chairman, NAC Barpali",Internal,"Chairperson, Executive Officer, Addl. Tahasildar, Sub-Treasury Officer, Municipal Engineer",Bhuban Kumar Satpathy,15-Sep-2023 12:14 PM,finsummary_432079.pdf (1169.34 KB),Finance,Two nos of bidder has participate,Bhuban Kumar Satpathy,05-Apr-2023 11:53 AM,,BOQ Comparative Chart,1.0,2109084.0,ANANTA MEHER,INR,"127,063",1,2109084,ANANTA MEHER,03-Apr-2023 04:25 PM,Accepted-AOC,1st lowest,21-Nov-2023 03:06 PM,29-Sep-2023,"INR 163,027",30.0,Bhuban Kumar Satpathy,21-Nov-2023 03:06 PM,AOC34.pdf (153.00 KB),Work order issued,"E.O, NAC, Barpali",Internal,"Executive Officer, Municipal Engineer, Addl. Tahasildar, Barpali, Sub-Treasury Officer, Barpali",Bhuban Kumar Satpathy,12-Jul-2023 01:39 PM,techsummary_432079.pdf (1169.34 KB),AOC
2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Bid Cost, EMD, Registration Certificate, PAN, GSTN, No Relation Certificate, Affidavit, as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2108797,MANORANJAN SAHU,03-Apr-2023 01:14 PM,Rejected-AOC,2nd lowest,21-Nov-2023 03:06 PM,,,,,,,,,,,,,,AOC
