Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,Technical Document as per DTCN,Widening of Road with Guard Wall from Priya Natha Das House to Womens College Road (Part- 02) In Ward No- 14.,Widening of Road with Guard Wall from Priya Natha Das House to Womens College Road (Part- 02) In Ward No- 14.,Please refer Tender documents. ,NA ,"5,93,220",Civil Works - Others,NA ,Tender,90.0,60.0,PATTAMUNDAI,754215.0,NA ,NA ,NA ,Pattamundai Municipality,No ,No,"5,932",Yes,percentage,1.0%,Nil,Nil,"4,000",0.0,Nil,Nil,No,25-Aug-2023 05:55 PM,05-Sep-2023 12:00 PM,25-Aug-2023 05:55 PM,05-Sep-2023 11:00 AM,25-Aug-2023 05:55 PM ,02-Sep-2023 05:00 PM ,25-Aug-2023 05:55 PM,05-Sep-2023 11:00 AM,EXECUTIVE OFFICER PATTAMUNDAI MUNICIPALITY,PATTAMUNDAI,Municipal Bodies||Pattamundai Municipality,PM_03/2023-24,2023_ORULB_92942_79,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,AOC,HEMANT KUMAR SAHOO CP,Internal,,Ajit Narayanprasad Giri,16-Nov-2023 01:33 PM,finsummary_454358.pdf (66.52 KB),Municipal Bodies||Pattamundai Municipality,2023_ORULB_92942_79,PM_03/2023-24,Widening of Road with Guard Wall from Priya Natha Das House to Womens College Road (Part- 02) In Ward No- 14.,1.0,2236194.0,Lokanath Behera,INR,"593,161.39",Finance,ok,Ajit Narayanprasad Giri,08-Sep-2023 11:41 AM,,BOQ Comparative Chart,1,2228398,BISWA BHUSAN SAMAL,04-Sep-2023 09:32 PM,Rejected-AOC,The Bidder Quoted Excess Rate,16-Nov-2023 01:35 PM,16-Nov-2023,"INR 699,930",60.0,Ajit Narayanprasad Giri,16-Nov-2023 01:34 PM,AOC.pdf (80.00 KB),HEMANT KUMAR SAHOO CP,Internal,,Ajit Narayanprasad Giri,16-Nov-2023 01:32 PM,techsummary_454358.pdf (55.61 KB),AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,2,2236194,Lokanath Behera,05-Sep-2023 10:14 AM,Accepted-AOC,The Bidder Quoted Schedule Rate,16-Nov-2023 01:35 PM,,,,,,,,,,,,,AOC
