Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"10,000",0.0,Nil,Nil,No,E.E.BBSR RandB Divn No.4,Niman Soudha Unit 5 Bhubaneswar Dist Khordha Odisha,Upgradation of existing class room to Smart Class Rooms e library Science laboratory provision of toilet drinking water facilities and development of play ground at Maharshi Higher Secondary School of Natural Law Bhubaneswar for the year 2023 24 Comp,Upgradation of existing class room to Smart Class Rooms e library Science laboratory provision of toilet drinking water facilities and development of play ground at Maharshi Higher Secondary School of Natural Law Bhubaneswar for the year 2023 24 Comp,Pl refer DTCN ,NA ,"54,92,802",Civil Works - Buildings,Smart Class room ,Tender,90.0,30.0,Bhubaneswar,751001.0,NA ,NA ,NA ,EE BBSR RandB divn 4,No ,No,03-Nov-2023 10:00 AM,14-Nov-2023 11:30 AM,03-Nov-2023 10:00 AM,13-Nov-2023 05:30 PM,NA ,NA ,03-Nov-2023 10:00 AM,13-Nov-2023 05:30 PM,17-Nov-2023 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"RC,PAN,GST,BIDCOST,EMP AND OTHERS DOCUMENTS AS PER APPROVED DTCN",EIC-CIVIL||SERNB-CIRCLE-CENTRAL||EERNB-DIVN-IV-BBSR,ETCN-27 OF 2023-24,2023_EICCL_96235_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"54,928",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,AOC,Finance,Cover-II opened for necessary evaluation,Sachin Kumar Sahoo,17-Nov-2023 12:50 PM,,BOQ Comparative Chart,Technical,Cover-I opened for necessary evaluation.,Sachin Kumar Sahoo,14-Nov-2023 01:30 PM,,1,2309035,ABHISHEK KARTIK RAY,07-Nov-2023 03:11 PM,Rejected-Finance,Disqualified in Transparent Lottery System,23-Nov-2023 10:37 PM,23-Nov-2023,"INR 4,669,431",30.0,Sachin Kumar Sahoo,23-Nov-2023 10:40 PM,Debi.pdf (952.00 KB),Award of Contract,Er Sachin Kumar Sahoo EE,Internal,Sr DAO AE Estimator,Sachin Kumar Sahoo,23-Nov-2023 10:37 PM,finsummary_470121.pdf (951.52 KB),Er Sachin Kumar Sahoo,Internal,Sr DAO AE Estimator,Sachin Kumar Sahoo,16-Nov-2023 03:43 PM,17-Nov-2023 11:00 AM,techsummary_470121.pdf (861.21 KB),EIC-CIVIL||SERNB-CIRCLE-CENTRAL||EERNB-DIVN-IV-BBSR,2023_EICCL_96235_2,ETCN-27 OF 2023-24,Upgradation of existing class room to Smart Class Rooms e library Science laboratory provision of toilet drinking water facilities and development of play ground at Maharshi Higher Secondary School of Natural Law Bhubaneswar for the year 2023 24 Comp,1.0,2311127.0,DEBI PRASAD DAS,INR,"4,669,431",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,2,2311127,DEBI PRASAD DAS,10-Nov-2023 01:05 PM,Accepted-AOC,Award of Contract,23-Nov-2023 10:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,2312520,SAI CONSTRUCTION PROP. SUSHANTA KUMAR MALLICK(S.C),11-Nov-2023 02:18 PM,Rejected-Finance,Disqualified in Transparent Lottery System,23-Nov-2023 10:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,2308368,SUBRAT KUMAR JENA,06-Nov-2023 06:29 PM,Rejected-Finance,Disqualified in Transparent Lottery System,23-Nov-2023 10:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,2312117,SURAJ SWAIN,10-Nov-2023 04:24 PM,Rejected-Finance,Disqualified in Transparent Lottery System,23-Nov-2023 10:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
