Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
Finance,L1 Bidder will finalised after scrutiny of all documents,Debiprasad Rout,03-Nov-2023 01:00 PM,,03-Nov-2023,"INR 333,024",45.0,Debiprasad Rout,03-Nov-2023 05:09 PM,AOC-202.pdf,Municipal Bodies||Dhenkanal Municipality,2023_ORULB_92874_202,DKL MPLTY/02/2023-24,Construction of Paver road from Nari Sahoo es. towards Muna Behera res. in ward no. 17,EO,Internal,"JE,ME",Debiprasad Rout,03-Nov-2023 01:13 PM,techsummary_453462.pdf,EO,Internal,"JE,ME",Debiprasad Rout,03-Nov-2023 04:47 PM,finsummary_453462.pdf,AOC,Construction of Paver road from Nari Sahoo es. towards Muna Behera res. in ward no. 17,As per DTCN,Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,120.0,45.0,Dhenkanal Municipality,759001.0,NA ,NA ,NA ,Dhenkanal Municipality,No ,No,Municipal Bodies||Dhenkanal Municipality,DKL MPLTY/02/2023-24,2023_ORULB_92874_202,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"2,000",0.0,Nil,Nil,No,24-Aug-2023 01:00 PM,04-Sep-2023 11:00 AM,24-Aug-2023 01:00 PM,02-Sep-2023 05:00 PM,NA ,NA ,24-Aug-2023 01:00 PM,02-Sep-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,"3,330",Yes,fixed,,Nil,Nil,Executive Officer,"Executive Officer Office, Dhenkanal Municipality",1.0,REVISED NIT,Other,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,AOC
