Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"EXECUTIVE OFFICER, NIMAPARA NAC","OFFICE OF THE EXECUTIVE OFFICER, NIMAPARA NAC",1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,17-Jun-2026 04:25 PM,13-Sep-2023 11:00 AM,29-Aug-2023 12:00 PM,11-Sep-2023 05:00 PM,NA ,NA ,29-Aug-2023 12:00 PM,11-Sep-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, EMD, Registration Certificate, Labour Licences, PAN, GST and Other Documents","7,947",Yes,fixed,,Nil,Nil,Municipal Bodies||Nimapara NAC,NP-NAC-01/2023-24,2023_ORULB_92666_25,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Improvement of RCC drain with Cover Slab Back side of CT School towards Indoor Stadium Ward No 4,Improvement of RCC drain with Cover Slab Back side of CT School towards Indoor Stadium Ward No 4,Please refer Tender documents. ,NA ,"7,94,748",Civil Works - Others,NA ,Tender,120.0,60.0,"Nimapara NAC, Ward No-4",752106.0,NA ,NA ,NA ,OFFICE OF THE NIMAPARA NAC,No ,No,AOC,17-Nov-2023,"INR 675,615",60.0,Saroj Kumar Acharya,17-Nov-2023 03:13 PM,WO25.pdf (238.00 KB),BIBEKANANDA SITHA is awarded as L1 bidder through lucky draw.,1,2246931,AKSHAYA KUMAR BEHERA,10-Sep-2023 12:16 PM,Rejected-AOC,rejected,17-Nov-2023 03:15 PM,Sasmita Sahoo,Internal,"E.O, Nimapara NAC, M.E, Nimapara NAC, Asst.Engineer, Nimapara NAC, Asst.Engineer, Nimapara Block, Asst.Engineer, PHD WATCO, Nimapara",Saroj Kumar Acharya,17-Nov-2023 02:59 PM,techsummary_455137.pdf (237.53 KB),Sasmita Sahoo,Internal,"E.O, Nimapara NAC, M.E, Nimapara NAC, Asst.Engineer, Nimapara NAC, Asst.Engineer, Nimapara Block, Asst.Engineer, PHD WATCO, Nimapara",Saroj Kumar Acharya,17-Nov-2023 03:09 PM,finsummary_455137.pdf (237.53 KB),Municipal Bodies||Nimapara NAC,2023_ORULB_92666_25,NP-NAC-01/2023-24,Improvement of RCC drain with Cover Slab Back side of CT School towards Indoor Stadium Ward No 4,1.0,2247129.0,BIBEKANANDA SITHA,INR,"675,615",Finance,All nine bidders are accepted.,Saroj Kumar Acharya,17-Nov-2023 02:56 PM,,BOQ Comparative Chart,AOC
,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,.pdf,"Affidavit, Undertaking and other documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,2247129,BIBEKANANDA SITHA,11-Sep-2023 02:36 PM,Accepted-AOC,accepted,17-Nov-2023 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2246055,DEEPAK KUMAR MOHANTY,09-Sep-2023 12:32 PM,Rejected-AOC,rejected,17-Nov-2023 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2246066,KABITA PARIDA,09-Sep-2023 06:24 PM,Rejected-AOC,rejected,17-Nov-2023 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2246388,KASHINATH BEHERA,09-Sep-2023 05:32 PM,Rejected-AOC,rejected,17-Nov-2023 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,2245152,MAHEERA CONSTRUCTION,09-Sep-2023 12:56 PM,Rejected-AOC,rejected,17-Nov-2023 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,2243219,SMRUTI RANJAN MOHANTY,10-Sep-2023 11:08 AM,Rejected-AOC,rejected,17-Nov-2023 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,2245685,SURESH KUMAR PRADHAN,10-Sep-2023 10:53 AM,Rejected-AOC,rejected,17-Nov-2023 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,2244535,SUSHANTA KUMAR OJHA,08-Sep-2023 07:46 PM,Rejected-AOC,rejected,17-Nov-2023 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
