S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,ICICI BANK,Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Sambalpur,EEOLICSBP-07/2023-24,2023_OLIC_93500_29,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Revival of M.Gunderpur-IV RL Project under Maneswar Block in Sambalpur District,Revival of M.Gunderpur-IV RL Project under Maneswar Block in Sambalpur District,Please refer Tender documents. ,NA ,"14,07,115",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,Maneswar,768005.0,NA ,NA ,NA ,"O/o E.E. L.I. Division, Sambalpur",No ,No,"E.E. L.I. Division, Sambalpur","E.E. L.I. Division, Sambalpur, Binakhandi",01-Sep-2023 10:00 AM,12-Sep-2023 10:00 AM,01-Sep-2023 10:00 AM,11-Sep-2023 05:00 PM,01-Sep-2023 10:00 AM ,08-Sep-2023 05:00 PM ,01-Sep-2023 10:00 AM,11-Sep-2023 05:00 PM,"14,071",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender cost, GST Registration Certificate, PAN, Contractor RC Affidavits, undertakings and any other","6,000",0.0,Nil,Nil,No,AOC,Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Sambalpur,2023_OLIC_93500_29,EEOLICSBP-07/2023-24,Revival of M.Gunderpur-IV RL Project under Maneswar Block in Sambalpur District,1.0,2245259.0,SASMITA SAHU,INR,"1,407,115.27",Pradeep Kumar Swain,Internal,"Niranjan Naik, Rabindranath Nayak, Manoj Kumar Mishra",Pradeep Kumar Swain,23-Sep-2023 12:28 PM,techsummary_456444.pdf (647.73 KB),02-Nov-2023,"INR 1,407,115.27",90.0,Pradeep Kumar Swain,02-Nov-2023 07:47 PM,Tcn0729.pdf (564.00 KB),Agreement Done,Pradeep Kumar Swain,Internal,"Niranjan Naik, Rabindranath Nayak, Manoj Kumar Mishra",Pradeep Kumar Swain,02-Nov-2023 07:45 PM,finsummary_456444.pdf (350.48 KB),Finance,Tender Open,Pradeep Kumar Swain,12-Sep-2023 01:21 PM,finance_456444.pdf,BOQ Comparative Chart,1,2248374,BIKRAM SATAPATHY,11-Sep-2023 12:31 PM,Rejected-AOC,Not Award of Contract,02-Nov-2023 07:48 PM,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2248664,Jugal Kishor sabar,11-Sep-2023 01:57 PM,Rejected-Technical,"He has not uploaded in Electrical Licenses, PAN, GSt, Joint Venture",23-Sep-2023 12:28 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2245259,SASMITA SAHU,08-Sep-2023 08:40 PM,Accepted-AOC,Award of Contract,02-Nov-2023 07:48 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2243861,SRIKANT PADHAN,08-Sep-2023 04:38 PM,Rejected-AOC,Not Award of Contract,02-Nov-2023 07:48 PM,AOC
