S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,ICICI BANK,"Construction of 120 Seated ST Girls Hostel in Govt. SSD Girls High School, Khuduku under Raighar Block","Construction of 120 Seated ST Girls Hostel in Govt. SSD Girls High School, Khuduku under Raighar Block",B and A Class ,NA ,"2,50,45,471",Civil Works - Buildings,Hostel Building ,Tender,90.0,270.0,Nabarangpur,764059.0,NA ,NA ,NA ,"ITDA, Nabarangpur",No ,No,05-Sep-2023 03:00 PM,21-Sep-2023 11:30 AM,05-Sep-2023 03:00 PM,18-Sep-2023 05:00 PM,NA ,NA ,05-Sep-2023 03:00 PM,18-Sep-2023 05:00 PM,09-Oct-2023 09:00 AM,"10,000",0.0,Nil,Nil,No,Project Administrator,"Integrated Tribal Development Agency, Nabarangpur","2,50,500",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"PAN, Affidavit, Caste Certificate, Licence, Work Performance, TP Cost, EMD, Undertakings",ST and SC Development Deptt||ITDA Nabarangpur,ITDANBG-03/23-24,2023_STSCD_93858_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,17-Nov-2023,"INR 25,045,471",270.0,RAJEEB KUMAR SAHU,29-Nov-2023 04:05 PM,Raighar.pdf (3762.00 KB),"Sri Maheswar Ch. Naik, OAS, ADM, Nabarangpur",Mixed,"P.A, ITDA, Nabarangpur, District Treasury Officer, Nabarangpur, Dy. Executive Officer (Tech.), Zilla Parishad, Nabarangpur, AEE, ITDA, Nabarangpur",JAYKURBAN PETER TIRKEY,22-Oct-2023 12:44 PM,finsummary_458742.pdf (1806.76 KB),Finance,Bid opened successfully,RAJEEB KUMAR SAHU,09-Oct-2023 09:40 AM,,BOQ Comparative Chart,Technical,Technical Bids opened successfully,JAYKURBAN PETER TIRKEY,21-Sep-2023 12:09 PM,,1,2260780,dillipmandal,18-Sep-2023 04:11 PM,Rejected-Technical,Not fulfilled Tender Clause No.111(g),07-Oct-2023 09:36 PM,1.0,2260790.0,SUBRAT MOHAPATRA,INR,"25,045,471",ST and SC Development Deptt||ITDA Nabarangpur,2023_STSCD_93858_1,ITDANBG-03/23-24,"Construction of 120 Seated ST Girls Hostel in Govt. SSD Girls High School, Khuduku under Raighar Block","Sri Maheswar Ch. Naik, OAS, ADM, Nabarangpur",Mixed,"P.A, ITDA, Nabarangpur, District Treasury Officer, Nabarangpur, Deputy Executive Officer (Tech.), Zilla Parishad, Nabarangpur, Asst. Executive Engineer, ITDA, Nabarangpur",RAJEEB KUMAR SAHU,07-Oct-2023 09:36 PM,09-Oct-2023 09:00 AM,techsummary_458742.pdf (1551.23 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2,2249424,SOMANATH PANI,12-Sep-2023 12:07 PM,Rejected-Technical,Not fulfilled Tender Clause No.111(g),07-Oct-2023 09:36 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,3,2260790,SUBRAT MOHAPATRA,18-Sep-2023 04:09 PM,Accepted-AOC,L1,29-Nov-2023 04:06 PM,,,,,,,,,,,,,,,,,AOC
