Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
31-Aug-2023 10:00 AM,08-Sep-2023 11:00 AM,31-Aug-2023 10:00 AM,07-Sep-2023 05:00 PM,31-Aug-2023 10:00 AM ,04-Sep-2023 01:00 PM ,31-Aug-2023 10:00 AM,07-Sep-2023 05:00 PM,"Executive Engineer, L.I Division, Nabarangpur","L.I Division, Nabarangpur 764059",1.0,ICICI BANK,1.0,2nd Corrigendum,Fee,,Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Nawarangpur,2175/16.08.2023,2023_OLIC_92911_72,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"14,370",No,percentage,1.0%,Nil,Nil,Jalangapara-II L.I.P,"Re-installation, electrification and energisation of Jalangapara-II L.I.P under Raighar Block of Nabarangpur District.",As per DTCN ,NA ,"14,37,000",Civil Works - Lift Irrigation Schemes,Electrification Work ,Tender,180.0,90.0,Nabarangppur,764059.0,NA ,NA ,NA ,"Office of the E.E, L.I Division, Nabarangpur",No ,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid Civil and Electrical License, PAN,GST,Labour License, Affidevit, Joint Venture, Experience",AOC,1,2242271,CHANDAN NAYAK,07-Sep-2023 01:48 PM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 05:20 PM,"Executive Engineer, L.I. Division, Nabarangpur",Internal,"Executive Engineer, Divisional Accountant, Estimator",Jayaram Behera,09-Nov-2023 05:17 PM,finsummary_455714.pdf (31.26 KB),Finance,Opened successfully,Jayaram Behera,17-Sep-2023 04:26 PM,finance_455714.pdf,BOQ Comparative Chart,09-Nov-2023,"INR 1,526,263",90.0,Jayaram Behera,09-Nov-2023 05:19 PM,Jalangapara-II.pdf (2415.00 KB),Execution work of Jalangpara-II L.I.P,"Executive Engineer, L.I. Division, Nabarangpur",Internal,"Executive Engineer, Divisional Accountant, Estimator",Dillip Kumar Das,06-Nov-2023 11:07 AM,techsummary_455714.pdf (27.98 KB),1.0,2240275.0,M/S ENGINEERS ENTERPRISES,INR,"1,526,263",Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Nawarangpur,2023_OLIC_92911_72,2175/16.08.2023,Jalangapara-II L.I.P,AOC
,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TCN Documents,AOC,2,2239351,DHARITRI PADHY,06-Sep-2023 04:41 PM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 05:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,AOC,3,2243418,M/A OOMKAR TECNICAL SERVICE (P) LTD,07-Sep-2023 04:31 PM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 05:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2240275,M/S ENGINEERS ENTERPRISES,06-Sep-2023 06:46 PM,Accepted-AOC,Accepted and won the lottery,09-Nov-2023 05:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2238389,M/S. PADHI ELECTRICALS,05-Sep-2023 11:48 PM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 05:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2242066,"M/S SHRADHA ENTERPRISES, JEYPORE",07-Sep-2023 01:40 PM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 05:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2242416,"SAI VAISHNAVI ENTERPRISES, PROP. RAJ KUMAR PATRA",07-Sep-2023 01:37 PM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 05:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2242599,SRI. KAMADEV NAYAK,07-Sep-2023 02:11 PM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 05:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
