S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,ICICI BANK,"Construction of Paver road from Mahadev Temple to JagabandhuMahalik House at Gheekoili,W-09","Construction of Paver road from Mahadev Temple to Jagabandhu Mahalik House at Gheekoili,W-09",Please refer Tender documents. ,NA ,"9,27,156",Civil Works - Others,NA ,Tender,30.0,60.0,"Chandabali NAC, Chandabali",756133.0,NA ,NA ,NA ,"Chandabali NAC, Chandabali",No ,No,"Executive Officer, Chandabali NAC, Chandabali","Chandabali NAC, Chandabali","4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN,GSTIN, RC,LC, Affidavit No relation certificate and other document as per DTCN","9,272",Yes,percentage,1.0%,Nil,Nil,Municipal Bodies||Chandbali NAC,CN/06/2022-23,2023_ORULB_93232_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,25-Aug-2023 05:00 PM,12-Sep-2023 11:30 AM,25-Aug-2023 05:00 PM,11-Sep-2023 05:00 PM,NA ,NA ,25-Aug-2023 05:00 PM,11-Sep-2023 05:00 PM,AOC,Municipal Bodies||Chandbali NAC,2023_ORULB_93232_7,CN/06/2022-23,"Construction of Paver road from Mahadev Temple to JagabandhuMahalik House at Gheekoili,W-09",1.0,2246904.0,Hrushikesh Sahoo,INR,"788,171",EO,Internal,"ME, JE AND OTHER STAFF",Santanu Kumar Sahoo,27-Nov-2023 03:59 PM,techsummary_454518.pdf (819.81 KB),27-Nov-2023,"INR 788,171",60.0,Santanu Kumar Sahoo,27-Nov-2023 04:04 PM,CHANDABALIEMDRETURN.pdf (820.00 KB),DUE TO L1 IN LOTTERY,EO,Internal,"ME, JE AND OTHER STAFF",Santanu Kumar Sahoo,27-Nov-2023 04:03 PM,finsummary_454518.pdf (819.81 KB),Finance,OPEN SUCCESSFULLY,Santanu Kumar Sahoo,12-Sep-2023 12:59 PM,,BOQ Comparative Chart,1,2245158,AJAYA KUMAR DASH,08-Sep-2023 04:15 PM,Rejected-Finance,NOT L1 IN LOTTERY,27-Nov-2023 04:03 PM,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2246451,AJIT DAS,09-Sep-2023 06:10 PM,Rejected-Finance,NOT L1 IN LOTTERY,27-Nov-2023 04:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2229690,BIDYADHAR BARIK,01-Sep-2023 04:46 PM,Rejected-Finance,NOT L1 IN LOTTERY,27-Nov-2023 04:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2247289,Dilip Kumar Das,10-Sep-2023 04:03 PM,Rejected-Finance,NOT L1 IN LOTTERY,27-Nov-2023 04:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2245312,Harapriya Padhi,08-Sep-2023 04:33 PM,Rejected-Finance,NOT L1 IN LOTTERY,27-Nov-2023 04:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2246904,Hrushikesh Sahoo,10-Sep-2023 01:14 PM,Accepted-AOC,DUE TO L1 IN LOTTERY,27-Nov-2023 04:05 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2245898,Murchhana Sahoo,09-Sep-2023 10:25 AM,Rejected-Finance,NOT L1 IN LOTTERY,27-Nov-2023 04:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2248644,Narendra Samal,11-Sep-2023 03:38 PM,Rejected-Finance,NOT L1 IN LOTTERY,27-Nov-2023 04:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2239655,RAGHUNATH MALIK,11-Sep-2023 11:44 AM,Rejected-Finance,NOT L1 IN LOTTERY,27-Nov-2023 04:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2245651,Suprava Nayak,08-Sep-2023 08:49 PM,Rejected-Finance,NOT L1 IN LOTTERY,27-Nov-2023 04:03 PM,AOC
