Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Preparation of Comprehensive Drainage Master plan and Detail Project Report for NAC Kuchinda Area,Preparation of Comprehensive Drainage Master plan and Detail Project Report for NAC Kuchinda Area,Please refer EOI documents ,NA ,0.0,Civil Works - Others,NA ,Rate Contract,120.0,180.0,NAC Kuchinda,768222.0,NAC KUCHINDA ,OFFICE OF THE EXECUTIVE OFFICER NAC KUCHINDA ,18-Nov-2023 11:00 AM ,OFFICE OF THE NAC KUCHINDA,No ,No,"10,000",0.0,Nil,Nil,No,Municipal Bodies||Kuchinda NAC,KCDA/NAC-132/2023-24,2023_ORULB_96546_1,Yes,Open Tender,EOI,Works,2.0,No,No,Online,No,No,No,"75,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Document as per EOI,"EXECUTIVE OFFICER,NAC KUCHINDA","NAC KUCHINDA,AT/PO-KUCHINDA,DISTRICT-SAMBALPUR-768222",08-Nov-2023 10:00 AM,28-Nov-2023 10:00 AM,08-Nov-2023 10:00 AM,24-Nov-2023 05:30 PM,08-Nov-2023 10:00 AM ,24-Nov-2023 05:30 PM ,08-Nov-2023 10:00 AM,24-Nov-2023 05:30 PM,30-Nov-2023 10:00 AM,1,ICICI BANK,1.0,1ST CORRIGENDUM,Technical Bid,,AOC,30-Nov-2023,"INR 6,574,960",180.0,Gourav Pradhan,30-Nov-2023 12:21 PM,2026WO.pdf (1641.00 KB),Work Order,Pradyut Kumar Mohanty,Internal,"Barun Kumar Sa,JE,Subrat Kumar Dash ME,Gourav Pradhan,EO",Gourav Pradhan,30-Nov-2023 12:15 PM,finsummary_471279.pdf (771.50 KB),Technical,OK,Barun Kumar Sa,29-Nov-2023 11:46 AM,technical_471279.pdf,1,2322956,RADIANT,23-Nov-2023 11:04 AM,Accepted-AOC,L1 bidder,30-Nov-2023 12:23 PM,Finance,Ok,Gourav Pradhan,30-Nov-2023 12:12 PM,finance_471279.pdf,Municipal Bodies||Kuchinda NAC,2023_ORULB_96546_1,KCDA/NAC-132/2023-24,Preparation of Comprehensive Drainage Master plan and Detail Project Report for NAC Kuchinda Area,1.0,2322956.0,RADIANT,INR,"6,574,960",Pradyut Kumar Mohanty,Internal,"Gourav Pradhan,Subrat Kumar Dash,Barun Kumar Sa",Barun Kumar Sa,29-Nov-2023 06:35 PM,30-Nov-2023 10:00 AM,techsummary_471279.pdf (719.36 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.pdf,Fiance Bid Documents,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,AOC,,,,,,,,,,,,,,,,,,,2,2328424,SRIJAN ECOLOGICAL UPLIFTMENT PVT. LTD.,23-Nov-2023 11:21 AM,Rejected-Finance,L2,30-Nov-2023 12:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC
