S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GSTIN,AFFIDAVIT,ONLINE CHALLAN OF TENDER COST, EMD, AND OTHER DOCUMENT AS PER DTCN",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||SUKINDA Block,TENDER ONLINE 03 SUKINDA OF 2023-24,2023_PRSKI_93786_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,BDO SUKINDA,"PANCHAYAT SAMITI, SUKINDA, DIST- JAJPUR, PIN-755018","8,300",Yes,fixed,,Nil,Nil,"Saruabil Mahila CC, Kansa GP",Works,Please refer Tender documents. ,NA ,"8,23,056",Civil Works - Buildings,NA ,Tender,90.0,120.0,"PANCHAYAT SAMITI, SUKINDA, DIST- JAJPUR",755018.0,NA ,NA ,NA ,"PANCHAYAT SAMITI, SUKINDA",No ,No,"4,000",Nil,Nil,No,04-Sep-2023 05:00 PM,15-Sep-2023 11:30 AM,04-Sep-2023 05:00 PM,14-Sep-2023 05:00 PM,04-Sep-2023 05:00 PM ,13-Sep-2023 11:00 AM ,04-Sep-2023 05:00 PM,14-Sep-2023 05:00 PM,AOC,1,2255099,KSHIROD KUMAR BARIK,14-Sep-2023 03:12 PM,Rejected-AOC,Rejected through lottery,09-Nov-2023 03:54 PM,09-Nov-2023,"INR 699,680",120.0,NAMRATA MODI,09-Nov-2023 03:53 PM,SaruabilMahilaCC.pdf (173.00 KB),BDO,Internal,,ASISH KUMAR BISWAL,09-Nov-2023 03:23 PM,finsummary_458360.pdf (404.35 KB),Finance,All documents are ok,NAMRATA MODI,09-Nov-2023 02:44 PM,finance_458360.pdf,BOQ Comparative Chart,BDO,Internal,,ASISH KUMAR BISWAL,09-Nov-2023 03:14 PM,techsummary_458360.pdf (404.35 KB),1.0,2252139.0,M/S JITENDRA KUMAR BRAHMA,INR,"699,680",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||SUKINDA Block,2023_PRSKI_93786_2,TENDER ONLINE 03 SUKINDA OF 2023-24,"Saruabil Mahila CC, Kansa GP",AOC
2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2252139,M/S JITENDRA KUMAR BRAHMA,13-Sep-2023 11:44 AM,Accepted-AOC,Tender awarded through lottery,09-Nov-2023 03:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2252132,PADMANAV MALLICK,13-Sep-2023 10:48 AM,Rejected-AOC,Rejected through lottery,09-Nov-2023 03:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2255298,SRIDHAR DEHURI,14-Sep-2023 03:48 PM,Rejected-AOC,Rejected through lottery,09-Nov-2023 03:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
