S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,2112944.0,NRUSINGHA CHARAN MALLICK,INR,"281,445.666",Finance,tender opened,Bikram Kumar Malik,16-Apr-2023 06:21 PM,finance_432432.pdf,BOQ Comparative Chart,EO,Internal,JE ME,Tarun Kumar Mohapatra,29-Nov-2023 09:14 PM,finsummary_432432.pdf (2530.09 KB),Municipal Bodies||Vyasanagar Municipality,2023_ORULB_87271_89,VNM/05/2022-23,Construction of Paver Road From Kopanda Main road to Sarat paramanik house to kalandi paramanik house ward no-23,EO,Internal,JE ME,Tarun Kumar Mohapatra,29-Nov-2023 09:11 PM,techsummary_432432.pdf (2530.09 KB),1.0,2112944.0,NRUSINGHA CHARAN MALLICK,12-Apr-2023 01:07 PM,Accepted-AOC,REJECTED,29-Nov-2023 09:17 PM,29-Nov-2023,"INR 560,105",90.0,Tarun Kumar Mohapatra,29-Nov-2023 09:16 PM,oldtender.pdf (2530.00 KB),TOTAL BOQ VALUE,AOC,Municipal Bodies||Vyasanagar Municipality,VNM/05/2022-23,2023_ORULB_87271_89,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,document as per DTCN,Construction of Paver Road From Kopanda Main road to Sarat paramanik house to kalandi paramanik house ward no-23,Construction of Paver Road From Kopanda Main road to Sarat paramanik house to kalandi paramanik house ward no-23,Please refer Tender documents. ,NA ,"2,78,658",Civil Works - Roads,NA ,Tender,45.0,90.0,vyasanagar municipality,755019.0,NA ,NA ,NA ,executive office chamber vyasanagar municipality,No ,No,1.0,ICICI BANK,28-Mar-2023 10:00 AM,13-Apr-2023 11:00 AM,28-Mar-2023 10:00 AM,12-Apr-2023 05:00 PM,NA ,NA ,28-Mar-2023 10:00 AM,12-Apr-2023 05:00 PM,"2,790",No,fixed,,Nil,Nil,executive officer,Executive Office chamber Vyasanagar Municipality,"2,000",0.0,Nil,Nil,No,AOC
2.0,2112985.0,SANTOSH KUMAR ROUT,INR,"278,659.075",,,,,,,,,,,,,,,,,,,,,,,2.0,2112985.0,SANTOSH KUMAR ROUT,12-Apr-2023 01:28 PM,Accepted-AOC,ACCEPTED,29-Nov-2023 09:17 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
