Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Nawarangpur,2175/16.08.2023,2023_OLIC_92911_66,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid Civil and Electrical License, PAN,GST,Labour License, Affidevit, Joint Venture, Experience",Panaraguda-II L.I.P,"Re-installation, electrification and energisation of Panaraguda-II L.I.P under Kosagumuda Block of Nabarangpur District.",As per DTCN ,NA ,"13,24,000",Civil Works - Lift Irrigation Schemes,Electrification Work ,Tender,180.0,90.0,Nabarangppur,764059.0,NA ,NA ,NA ,"Office of the E.E, L.I Division, Nabarangpur",No ,No,"Executive Engineer, L.I Division, Nabarangpur","L.I Division, Nabarangpur 764059","6,000",0.0,Nil,Nil,No,"13,240",No,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,31-Aug-2023 10:00 AM,08-Sep-2023 11:00 AM,31-Aug-2023 10:00 AM,07-Sep-2023 05:00 PM,31-Aug-2023 10:00 AM ,04-Sep-2023 01:00 PM ,31-Aug-2023 10:00 AM,07-Sep-2023 05:00 PM,1.0,2nd Corrigendum,Fee,,AOC,1,2238942,BADAL PATTNAIK,06-Sep-2023 08:28 PM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 04:40 PM,"Executive Engineer, L.I. Division, Nabarangpur",Internal,"Executive Engineer, Divisional Accountant, Estimator",Jayaram Behera,09-Nov-2023 04:36 PM,finsummary_454729.pdf (31.26 KB),Finance,Opened Successfully,Jayaram Behera,17-Sep-2023 03:57 PM,finance_454729.pdf,BOQ Comparative Chart,09-Nov-2023,"INR 1,406,244",90.0,Jayaram Behera,09-Nov-2023 04:38 PM,Panaraguda-II.pdf (2421.00 KB),Execution work of Panaraguda-II L.I.P,"Executive Engineer, L.I. Division, Nabarangpur",Internal,"Executive Engineer, Divisional Accountant, Estimator",Dillip Kumar Das,06-Nov-2023 11:36 AM,techsummary_454729.pdf (27.98 KB),1.0,2240329.0,HARA PRASAD NAYAK,INR,"1,406,244",Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Nawarangpur,2023_OLIC_92911_66,2175/16.08.2023,Panaraguda-II L.I.P,AOC
,,,,,,,,,,,,,,,,.pdf,TCN Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,AOC,2,2242879,CHANDAN NAYAK,07-Sep-2023 02:52 PM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 04:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2240413,DAITARI SIA,07-Sep-2023 08:05 AM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 04:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2240329,HARA PRASAD NAYAK,06-Sep-2023 10:04 PM,Accepted-AOC,Accepted and won the lottery,09-Nov-2023 04:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2240173,M/S ENGINEERS ENTERPRISES,06-Sep-2023 06:25 PM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 04:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2241573,M/S. MAA DURGA ENGINEERING ASSOCIATES,07-Sep-2023 11:30 AM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 04:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2238376,M/S. PADHI ELECTRICALS,05-Sep-2023 11:34 PM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 04:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2235508,M/S SHANTI POWER AND CONSTRUCTION,06-Sep-2023 01:50 PM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 04:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2241777,"M/S SHRADHA ENTERPRISES, JEYPORE",07-Sep-2023 01:34 PM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 04:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2242616,"SAI VAISHNAVI ENTERPRISES, PROP. RAJ KUMAR PATRA",07-Sep-2023 02:11 PM,Rejected-AOC,Rejected as failed in the lottery,09-Nov-2023 04:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
