Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"12,827",Yes,percentage,1.0%,Nil,Nil,"Const. of Paver Block Road and Drain from Badal Das House to Chitta Ranjan Muduli House, Bhaskarganja in Ward No 21 under Balasore Municipality","Const. of Paver Block Road and Drain from Badal Das House to Chitta Ranjan Muduli House, Bhaskarganja in Ward No 21 under Balasore Municipality",Please refer Tender documents. ,NA ,"12,82,725",Civil Works - Others,NA ,Tender,90.0,60.0,BALASORE MUNICIPALITY,756003.0,NA ,NA ,NA ,BALASORE MUNICIPALITY,No ,No,1,ICICI BANK,Municipal Bodies||Balasore Municipality,BM_06_2023_24,2023_ORULB_92697_30,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,19-Aug-2023 05:00 PM,29-Aug-2023 11:00 AM,19-Aug-2023 05:00 PM,28-Aug-2023 05:00 PM,NA ,NA ,19-Aug-2023 05:00 PM,28-Aug-2023 05:00 PM,EXECUTIVE OFFICER,BALASORE MUNICIPALITY,AOC,02-Nov-2023,"INR 1,513,616",60.0,Pranabananda Sahu,02-Nov-2023 06:25 PM,WO0630.pdf (465.00 KB),1,2219883,bishnupriya mallik,27-Aug-2023 07:43 PM,Accepted-AOC,WO,02-Nov-2023 06:26 PM,EO ME CP,Internal,,Pranabananda Sahu,29-Sep-2023 01:37 PM,techsummary_450320.pdf (391.95 KB),Municipal Bodies||Balasore Municipality,2023_ORULB_92697_30,BM_06_2023_24,"Const. of Paver Block Road and Drain from Badal Das House to Chitta Ranjan Muduli House, Bhaskarganja in Ward No 21 under Balasore Municipality",EO ME CP,Internal,,Pranabananda Sahu,02-Nov-2023 06:24 PM,finsummary_450320.pdf (391.96 KB),Finance,Tender opened successfully,Pranabananda Sahu,29-Aug-2023 02:58 PM,,BOQ Comparative Chart,1.0,2219883.0,bishnupriya mallik,INR,"1,276,311.23",AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,2219951,JITENDRA PARMANIK,27-Aug-2023 07:53 PM,Rejected-Finance,L2,02-Nov-2023 06:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
