S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,Construction of Paver Block Road from Gouranga Jena House to Municipality Road In Ward No - 15.,Construction of Paver Block Road from Gouranga Jena House to Municipality Road In Ward No - 15.,Please refer Tender documents. ,NA ,"12,41,525",Civil Works - Others,NA ,Tender,90.0,60.0,PATTAMUNDAI,754215.0,NA ,NA ,NA ,Pattamundai Municipality,No ,No,Municipal Bodies||Pattamundai Municipality,PM_03/2023-24,2023_ORULB_92942_84,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Technical Document as per DTCN,EXECUTIVE OFFICER PATTAMUNDAI MUNICIPALITY,PATTAMUNDAI,"12,415",Yes,percentage,1.0%,Nil,Nil,25-Aug-2023 05:55 PM,05-Sep-2023 12:00 PM,25-Aug-2023 05:55 PM,05-Sep-2023 11:00 AM,25-Aug-2023 05:55 PM ,02-Sep-2023 05:00 PM ,25-Aug-2023 05:55 PM,05-Sep-2023 11:00 AM,"6,000",0.0,Nil,Nil,No,AOC,HEMANT KUMAR SAHOO CP,Internal,,Ajit Narayanprasad Giri,29-Nov-2023 02:17 PM,finsummary_454529.pdf (85.99 KB),Municipal Bodies||Pattamundai Municipality,2023_ORULB_92942_84,PM_03/2023-24,Construction of Paver Block Road from Gouranga Jena House to Municipality Road In Ward No - 15.,1.0,2230781.0,ASHOK KUMAR MALLICK,INR,"1,117,500.92",Finance,ok,Ajit Narayanprasad Giri,08-Sep-2023 04:00 PM,,BOQ Comparative Chart,29-Nov-2023,"INR 1,657,698",60.0,Ajit Narayanprasad Giri,29-Nov-2023 02:20 PM,AOC.pdf (123.00 KB),1,2230781,ASHOK KUMAR MALLICK,04-Sep-2023 05:34 PM,Accepted-AOC,The Bidder Was Selected as L1 Bidder Through Lottery Process,29-Nov-2023 02:23 PM,HEMANT KUMAR SAHOO CP,Internal,,Ajit Narayanprasad Giri,29-Nov-2023 02:11 PM,techsummary_454529.pdf (94.52 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2234877,ASHOK SETHY,04-Sep-2023 04:47 PM,Rejected-AOC,L4,29-Nov-2023 02:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2230922,BIPAD BHANJAN MALIK,04-Sep-2023 05:39 PM,Rejected-AOC,L2,29-Nov-2023 02:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2235202,LITU KUMAR ROUT,04-Sep-2023 08:05 PM,Rejected-AOC,L5,29-Nov-2023 02:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2235870,Rajiv Ratan Mishra,04-Sep-2023 11:31 PM,Rejected-AOC,L3,29-Nov-2023 02:23 PM,,,,,,,AOC
