Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"EO,Basudevpur Municipality",Basudevpur Municipality,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"2,000",0.0,Nil,Nil,No,"2,964",Yes,fixed,,Nil,Nil,25-Aug-2023 04:30 PM,01-Sep-2023 11:00 AM,25-Aug-2023 04:30 PM,31-Aug-2023 05:00 PM,NA ,NA ,25-Aug-2023 04:30 PM,31-Aug-2023 05:00 PM,Construction of paver road from PWD road towards Pravakar sahoo house ward 12,Construction of paver road from PWD road towards Pravakar sahoo house ward 12,Please refer Tender documents. ,NA ,"2,96,408",Civil Works - Roads,NA ,Tender,90.0,30.0,Basudevpur Municipality,756125.0,NA ,NA ,NA ,Basudevpur Municipality,No ,No,1,ICICI BANK,Municipal Bodies||Basudevpur Municipality,BSPM-01-2023-24,2023_ORULB_93068_73,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,NIBEDITA BEHERA,Internal,,Manas Kumar Dandapat,09-Nov-2023 03:55 PM,finsummary_453472.pdf (10275.71 KB),Municipal Bodies||Basudevpur Municipality,2023_ORULB_93068_73,BSPM-01-2023-24,Construction of paver road from PWD road towards Pravakar sahoo house ward 12,1,2224510,Pradeep Kumar Das,INR,"387,998",Finance,ok,Manas Kumar Dandapat,04-Sep-2023 10:47 AM,finance_453472.pdf,BOQ Comparative Chart,1,2226447,LAXMIPRIYA NATH,31-Aug-2023 11:32 AM,Accepted-AOC,OK,10-Nov-2023 02:59 PM,09-Nov-2023,"INR 387,998",30.0,Manas Kumar Dandapat,10-Nov-2023 02:58 PM,73.pdf (232.00 KB),OK,NIBEDITA BEHERA,Internal,"EO,ME,JE",Manas Kumar Dandapat,08-Nov-2023 10:59 AM,techsummary_453472.pdf (10275.71 KB),AOC
,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2,2226447,LAXMIPRIYA NATH,INR,"423,270",,,,,,,2,2224510,Pradeep Kumar Das,30-Aug-2023 11:16 AM,Accepted-AOC,OK,10-Nov-2023 02:59 PM,,,,,,,,,,,,,,AOC
