Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
EXECUTIVE OFFICER,BALASORE MUNICIPALITY,1,ICICI BANK,"6,000",0.0,Nil,Nil,No,"Const. of Paver Block Road and Drain with Retaining wall from Tapan Bhuyan Res to Mangal Hembram Res, Bhaskarganja (B) in Ward No 21 under Balasore Municipality","Const. of Paver Block Road and Drain with Retaining wall from Tapan Bhuyan Res to Mangal Hembram Res, Bhaskarganja (B) in Ward No 21 under Balasore Municipality",Please refer Tender documents. ,NA ,"14,33,320",Civil Works - Others,NA ,Tender,90.0,60.0,BALASORE MUNICIPALITY,756003.0,NA ,NA ,NA ,BALASORE MUNICIPALITY,No ,No,19-Aug-2023 05:00 PM,29-Aug-2023 11:00 AM,19-Aug-2023 05:00 PM,28-Aug-2023 05:00 PM,NA ,NA ,19-Aug-2023 05:00 PM,28-Aug-2023 05:00 PM,"14,333",Yes,percentage,1.0%,Nil,Nil,Municipal Bodies||Balasore Municipality,BM_06_2023_24,2023_ORULB_92697_31,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,AOC,02-Nov-2023,"INR 1,691,318",60.0,Pranabananda Sahu,02-Nov-2023 05:21 PM,WO0631.pdf (468.00 KB),1,2219489,JITENDRA PARMANIK,27-Aug-2023 01:46 PM,Rejected-Technical,L2,02-Nov-2023 05:19 PM,EO ME CP,Internal,,Pranabananda Sahu,02-Nov-2023 05:19 PM,techsummary_450324.pdf (424.38 KB),Municipal Bodies||Balasore Municipality,2023_ORULB_92697_31,BM_06_2023_24,"Const. of Paver Block Road and Drain with Retaining wall from Tapan Bhuyan Res to Mangal Hembram Res, Bhaskarganja (B) in Ward No 21 under Balasore Municipality",EO ME CP,Internal,,Pranabananda Sahu,02-Nov-2023 05:20 PM,finsummary_450324.pdf (424.38 KB),Finance,Tender opened successfully,Pranabananda Sahu,29-Aug-2023 02:59 PM,,BOQ Comparative Chart,1.0,2219435.0,Kartik Chandra Parida,INR,"1,433,320.02",AOC
,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,2,2219435,Kartik Chandra Parida,27-Aug-2023 01:14 PM,Accepted-AOC,WO,02-Nov-2023 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
