Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Municipal Bodies||Baripada Municipality,BPDM-2 OF 2023-2024,2023_ORULB_90641_65,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,15-Jul-2023 11:00 AM,31-Jul-2023 11:30 AM,15-Jul-2023 11:00 AM,29-Jul-2023 05:00 PM,NA ,NA ,15-Jul-2023 11:00 AM,29-Jul-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"T.P.cost,E.M.D remitted online,PAN, GST certificate,Labour License,R.C.,Affidavit and as perDTCN",Proposed of Bhairabi Temple side smart park boundary wall at Madhuban under Baripada Municipality,Compound wall,Please refer tender documents ,NA ,,Civil Works - Others,NA ,Tender,120.0,60.0,"Baripada Municipality,Baripada",757001.0,NA ,NA ,NA ,"office of the Baripada Municipality,Baripada",No ,No,"7,080",0.0,Nil,Nil,No,"12,450",Yes,fixed,,Nil,Nil,"Executive officer,Baripada Municipality","Executive officer,Baripada Municipality",AOC,Municipal Bodies||Baripada Municipality,2023_ORULB_90641_65,BPDM-2 OF 2023-2024,Proposed of Bhairabi Temple side smart park boundary wall at Madhuban under Baripada Municipality,"Chairperson,President",Internal,"Municipal Engineer,CT G.S.T officer Baripada,Tahasildar Baripada,Executive officer Baripada",Basanta Kumar Sethi,17-Nov-2023 12:04 PM,finsummary_444059.pdf,Finance,"Two bidders have participated, hence the documents of both the bidders have been accepted, which will be put up before the tender committee foe finalization of technical and financial bid",Basanta Kumar Sethi,04-Aug-2023 04:29 PM,finance_444059.pdf,18-Nov-2023,"INR 1,466,267",60.0,Basanta Kumar Sethi,18-Nov-2023 10:59 AM,CCF11172023.pdf,"Chairperson,President",Internal,"Municipal Engineer,CT G.S.T officer Baripada,Tahasildar Baripada,Executive officer Baripada",Basanta Kumar Sethi,17-Nov-2023 11:59 AM,techsummary_444059.pdf,AOC
,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
