EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"74,500",Yes,fixed,,Nil,Nil,04-Aug-2023 01:00 PM,24-Aug-2023 11:30 AM,04-Aug-2023 01:00 PM,23-Aug-2023 04:00 PM,04-Aug-2023 01:00 PM ,10-Aug-2023 04:00 PM ,04-Aug-2023 01:00 PM,23-Aug-2023 04:00 PM,31-Aug-2023 10:00 AM,"10,000",0.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Cost of tender paper EMD GSTIN PAN Regn certificate Affidavit and other documents as per DTCN,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM II,SC RandB GM-II-16/2023-24,2023_EICCL_91717_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of D type quarters for JMFC at Purushottampur,Building work,Please refer Tender documents. ,NA ,"74,47,646",Civil Works - Buildings,NA ,Tender,90.0,180.0,Purushottampur,760009.0,NA ,NA ,NA ,O/o S.E. Ganjam RandB Division No.II Hillpatna Ber,No ,No,Superintending Engineer,O/o S.E. Ganjam RandB Division No.II Hillpatna Berhampur-5,1,ICICI BANK,AOC,Superintending Engineer,Internal,DAO and Estimator,Satyaban Patel,29-Aug-2023 07:54 PM,31-Aug-2023 10:00 AM,techsummary_446424.pdf (103.44 KB),EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM II,2023_EICCL_91717_1,SC RandB GM-II-16/2023-24,Construction of D type quarters for JMFC at Purushottampur,1.0,2214031.0,AMARNATH PATI,INR,"6,331,244",Finance,Two nos of bidder for financial,Tapan Kumar Behera,31-Aug-2023 11:57 AM,finance_446424.pdf,BOQ Comparative Chart,Technical,Two nos of bidder for financial opening,Satyaban Patel,29-Aug-2023 07:40 PM,technical_446424.pdf,1,2214031,AMARNATH PATI,23-Aug-2023 03:01 PM,Accepted-AOC,Work awarded,28-Nov-2023 05:01 PM,Superintending Engineer,Internal,DAO and Estimator,Satyaban Patel,28-Nov-2023 04:59 PM,finsummary_446424.pdf (106.53 KB),28-Nov-2023,"INR 7,447,646",180.0,Satyaban Patel,28-Nov-2023 05:01 PM,20231128050342.pdf (107.00 KB),Work awarded to Sri Amarnath Pati,AOC
,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2211501,Sunil Kumar Panda,22-Aug-2023 01:43 PM,Rejected-AOC,Not qualify for award,28-Nov-2023 05:01 PM,,,,,,,,,,,,,,AOC
