S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
1.0,2229747.0,BIDYADHAR BARIK,INR,"1,165,707.27",Finance,OPEN SUCCESSFULLY,Santanu Kumar Sahoo,12-Sep-2023 01:10 PM,,BOQ Comparative Chart,ME,Internal,JE AND OTHER STAFF,Santanu Kumar Sahoo,30-Nov-2023 03:57 PM,finsummary_454540.pdf (819.81 KB),Municipal Bodies||Chandbali NAC,2023_ORULB_93232_10,CN/06/2022-23,"Construction of Paver road from Mission Shakti Gruha to GirishBarik House at Sompur,W-10",ME,Internal,JE AND OTHER STAFF,Santanu Kumar Sahoo,30-Nov-2023 02:56 PM,techsummary_454540.pdf (819.81 KB),30-Nov-2023,"INR 1,165,710",60.0,Santanu Kumar Sahoo,30-Nov-2023 03:59 PM,CHANDABALIEMDRETURN.pdf (820.00 KB),DUE TO L1 IN LOTTERY,1,2246453,AJIT DAS,09-Sep-2023 06:12 PM,Rejected-Finance,NOT L1 IN LOTTERY,30-Nov-2023 03:57 PM,AOC,"6,000",0.0,Nil,Nil,No,Municipal Bodies||Chandbali NAC,CN/06/2022-23,2023_ORULB_93232_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Officer, Chandabali NAC, Chandabali","Chandabali NAC, Chandabali",25-Aug-2023 05:00 PM,12-Sep-2023 11:30 AM,25-Aug-2023 05:00 PM,11-Sep-2023 05:00 PM,NA ,NA ,25-Aug-2023 05:00 PM,11-Sep-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN,GSTIN, RC,LC, Affidavit No relation certificate and other document as per DTCN","Construction of Paver road from Mission Shakti Gruha to GirishBarik House at Sompur,W-10","Construction of Paver road from Mission Shakti Gruha to GirishBarik House at Sompur,W-10",Please refer Tender documents. ,NA ,"13,71,259",Civil Works - Others,NA ,Tender,30.0,60.0,"Chandabali NAC, Chandabali",756133.0,NA ,NA ,NA ,"Chandabali NAC, Chandabali",No ,No,"13,713",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2229747,BIDYADHAR BARIK,01-Sep-2023 05:14 PM,Accepted-AOC,DUE TO L1 IN LOTTERY,30-Nov-2023 03:59 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2248673,Narendra Samal,11-Sep-2023 03:47 PM,Rejected-Finance,NOT L1 IN LOTTERY,30-Nov-2023 03:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2247268,Prabhat Kumar Das,11-Sep-2023 11:50 AM,Rejected-Finance,NOT L1 IN LOTTERY,30-Nov-2023 03:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2247746,SATYAJIT PATTANAIK,11-Sep-2023 06:31 AM,Rejected-Finance,NOT L1 IN LOTTERY,30-Nov-2023 03:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2245708,Suprava Nayak,08-Sep-2023 09:29 PM,Rejected-Finance,NOT L1 IN LOTTERY,30-Nov-2023 03:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
