Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
INSTALLATION AND ENERGISATION OF BARALA-XII TW LI PROJECT,INSTALLATION AND ENERGISATION OF BARALA-XII TW LI PROJECT,Please refer Tender documents. ,NA ,"24,04,885",Civil Works - Lift Irrigation Schemes,NA ,Rate Contract,365.0,90.0,CUTTACK SADAR BLOCK,754001.0,NA ,NA ,NA ,EE LI CUTTACK,No ,No,"7,080",0.0,Nil,Nil,No,"24,049",Yes,fixed,,Nil,Nil,1,ICICI BANK,EE LI CUTTACK,EE LI CUTTACK AND OTHERS,12-Jan-2026 10:00 AM,28-Jan-2026 10:00 AM,12-Jan-2026 10:00 AM,27-Jan-2026 05:00 PM,12-Jan-2026 10:00 AM ,27-Jan-2026 04:00 PM ,12-Jan-2026 10:00 AM,27-Jan-2026 05:00 PM,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",Bid Id No. 08/Dt. 07.01.2026,2026_OLIC_124367_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER COST, EMD AND OTHER DOCUMENTS AS PER DTCN",AOC,EE LI CUTTACK,Internal,EE LI CUTTACK AND OTHERS,PRASANTA KUMAR BEHERA,29-Apr-2026 05:56 AM,techsummary_575040.pdf (636.32 KB),"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",2026_OLIC_124367_7,Bid Id No. 08/Dt. 07.01.2026,INSTALLATION AND ENERGISATION OF BARALA-XII TW LI PROJECT,1.0,3364935.0,SUKANTA KUMAR SAHU,INR,"2,404,885",1,3366424,NASIRUDDIN KHAN,26-Jan-2026 05:48 PM,Rejected-Technical,OK,29-Apr-2026 05:56 AM,EE LI CUTTACK,Internal,EE LI CUTTACK AND OTHERS,PRASANTA KUMAR BEHERA,29-Apr-2026 06:04 AM,finsummary_575040.pdf (636.32 KB),Finance,2 Bidder Participation,BHAGIRATHI MISHRA,02-Feb-2026 02:05 PM,,BOQ Comparative Chart,29-Apr-2026,"INR 2,404,885",90.0,PRASANTA KUMAR BEHERA,29-Apr-2026 06:09 AM,sukantakumarsahoobaralaxii.pdf (636.00 KB),WORK ORDER ISSUED,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,2,3364935,SUKANTA KUMAR SAHU,25-Jan-2026 06:19 PM,Accepted-AOC,OK,29-Apr-2026 06:09 AM,,,,,,,,,,,,,,,,,,,,AOC
