Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
09-Apr-2026,"INR 293,609",30.0,Chinmaya Das,09-Apr-2026 03:27 PM,WOSL11.pdf (151.00 KB),SIBENDRA KANDI is awarded as L1 bidder through lucky draw.,Municipal Bodies||Nimapara NAC,2025_ORULB_121580_11,NP-NAC-03/2025-26,Improvement of Paver road from Laxmi Mandap to Mahaveer Mandir Near Old Bus stand in Ward No 08 for 2025-26.,1.0,3267465.0,SIBENDRA KANDI,INR,"293,609",1,3271127,DEBASIS HARICHANDAN,03-Dec-2025 12:22 PM,Rejected-Technical,Not submitted all documents. disqualified.,09-Apr-2026 03:14 PM,Finance,All seven bidders are applied,Anatha Sahoo,09-Apr-2026 03:08 PM,finance_565945.pdf,BOQ Comparative Chart,"Sasmita Sahoo, Chairperson",Internal,"E.O, Nimapara NAC, M.E, Nimapara NAC, Asst.Engineer, NimaparaNAC,Asst.Engineer, Nimapara Block, Asst.Engineer, PHD WATCO, Nimapara.",Anatha Sahoo,09-Apr-2026 03:17 PM,finsummary_565945.pdf (322.95 KB),"Sasmita Sahoo, Chairperson",Internal,"E.O, Nimapara NAC, M.E, Nimapara NAC, Asst.Engineer, NimaparaNAC,Asst.Engineer, Nimapara Block, Asst.Engineer, PHD WATCO, Nimapara.",Anatha Sahoo,09-Apr-2026 03:14 PM,techsummary_565945.pdf (322.95 KB),AOC,1.0,ICICI BANK,"2,000",0.0,Nil,Nil,No,Municipal Bodies||Nimapara NAC,NP-NAC-03/2025-26,2025_ORULB_121580_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"EXECUTIVE OFFICER, NAC NIMAPARA","AT/PO-NIMAPARA,DIST-PURI,752106",Improvement of Paver road from Laxmi Mandap to Mahaveer Mandir Near Old Bus stand in Ward No 08 for 2025-26.,Improvement of Paver road from Laxmi Mandap to Mahaveer Mandir Near Old Bus stand in Ward No 08 for 2025-26.,Please refer Tender documents. ,NA ,"2,93,609",Civil Works - Others,NA ,Tender,120.0,30.0,NAC NIMAPARA,752106.0,NA ,NA ,NA ,OFFICE OF THE NAC NIMAPARA,No ,No,22-Nov-2025 09:00 AM,04-Dec-2025 11:00 AM,22-Nov-2025 10:00 AM,03-Dec-2025 05:00 PM,NA ,NA ,22-Nov-2025 10:00 AM,03-Dec-2025 05:00 PM,"2,936",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"GST CLEARANCE,PAN,REG.CERT,VALID LABOUR LICENSE,AFFIDAVIT,BID ACKNOWLEDGE,EXP IF ANY,ETC AS PER DTCN",AOC
,,,,,,,,,,,,,,,,2,3274178,DEBENDRANATH MAHARI,03-Dec-2025 11:33 AM,Rejected-Technical,Not submitted all documents. disqualified.,09-Apr-2026 03:14 PM,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,3,3267100,PRAVAT KUMAR MOHAPATRA,03-Dec-2025 05:59 AM,Rejected-AOC,reject,09-Apr-2026 03:28 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,3275099,RATI KANTA SWAIN,03-Dec-2025 03:09 PM,Rejected-Technical,Not submitted all documents. disqualified.,09-Apr-2026 03:14 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,3271830,SASMITA SENAPATI,02-Dec-2025 11:41 PM,Rejected-Technical,Not submitted all documents. disqualified.,09-Apr-2026 03:14 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,3267465,SIBENDRA KANDI,30-Nov-2025 09:20 AM,Accepted-AOC,awarded as L1 bidder through lucky draw.,09-Apr-2026 03:28 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,3272194,SRIKANTA KUMAR BASTIA,03-Dec-2025 02:36 PM,Rejected-AOC,awarded as L2 bidder through lucky draw.,09-Apr-2026 03:28 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
