S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,ICICI BANK,Construction of road and drain infront of Veterinary Office in Ward No.35.,Construction of road and drain infront of Veterinary Office in Ward No.35.,Please refer Tender documents. ,NA ,"20,45,441",Civil Works - Others,NA ,Tender,105.0,90.0,CMC,753012.0,NA ,NA ,NA ,"Bikash Bhawan,Jagannath Lane,Badambadi-753012",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,VAT,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.","Executive Engineer,Div-III","Bikash Bhawan,Jagannath Lane,Badambadi-753012",Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-IINo.20/2025-26,2025_ORULB_121313_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,10-Dec-2025 04:10 PM,24-Dec-2025 10:00 AM,10-Dec-2025 04:10 PM,20-Dec-2025 05:00 PM,NA ,NA ,10-Dec-2025 04:10 PM,20-Dec-2025 05:00 PM,"20,500",Yes,fixed,,Nil,Nil,"7,080",0.0,Nil,Nil,No,AOC,Deputy Executive Engineer,Internal,Executive Engineer,Sanjukta Sa,08-Apr-2026 11:49 AM,techsummary_570979.pdf (85.40 KB),Deputy Executive Engineer,Internal,Executive Engineer,Sanjukta Sa,08-Apr-2026 12:00 PM,finsummary_570979.pdf (85.40 KB),Finance,Eleven bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Bharat Kumar Sethi,24-Dec-2025 12:06 PM,finance_570979.pdf,BOQ Comparative Chart,08-Apr-2026,"INR 1,738,829",90.0,Sanjukta Sa,08-Apr-2026 12:31 PM,4833.pdf (787.00 KB),wo,Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_121313_13,MC(CMC)CTC_Div-IINo.20/2025-26,Construction of road and drain infront of Veterinary Office in Ward No.35.,1.0,3304260.0,SIBENDRA BEHERA,INR,"1,738,829",1,3319404,BANAMBAR SAHOO,20-Dec-2025 04:34 PM,Rejected-AOC,Rejected,08-Apr-2026 12:32 PM,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3314364,BHAGIRATHI BISWAL,20-Dec-2025 02:15 PM,Rejected-AOC,Rejected,08-Apr-2026 12:32 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3317939,PABITRA KUMAR SINGH,19-Dec-2025 05:34 PM,Rejected-AOC,Rejected,08-Apr-2026 12:32 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3311239,RASHMI RANJAN PASAYAT,17-Dec-2025 02:33 PM,Rejected-AOC,Rejected,08-Apr-2026 12:32 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3313843,Saroj Kumar Mallick,18-Dec-2025 01:15 PM,Rejected-AOC,Rejected,08-Apr-2026 12:32 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3304260,SIBENDRA BEHERA,15-Dec-2025 05:06 PM,Accepted-AOC,Accepted,08-Apr-2026 12:32 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3310795,SOHEB MOHAMMED,17-Dec-2025 01:01 PM,Rejected-AOC,Rejected,08-Apr-2026 12:32 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3313752,Sri Sisir Mallick,18-Dec-2025 01:02 PM,Rejected-AOC,Rejected,08-Apr-2026 12:32 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3319379,SUBRAT KUMAR NAYAK,20-Dec-2025 03:02 PM,Rejected-AOC,Rejected,08-Apr-2026 12:32 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3319455,SUMANTA DAS,20-Dec-2025 03:40 PM,Rejected-AOC,Rejected,08-Apr-2026 12:32 PM,AOC
