Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"4,000",0.0,Nil,Nil,No,EXECUTIVE ENGINEER RURAL WORKS DIVISION GAJAPATI,"Executive Engineer Rural Works Division, Gajapati, Paralakhemundi",1.0,ICICI BANK,"Repair and Maintenance of need for Boundary wall, Iron gate other implementation in the new building at Gumma in the district of Gajapati for the year 2025-26","Repair and Maintenance of need for Boundary wall, Iron gate other implementation in the new building at Gumma in the district of Gajapati for the year 2025-26",Please refer Tender documents. ,NA ,"8,40,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,"EXECUTIVE ENGINEER, RURAL WORKS DIVISION GAJAPATI",761200.0,NA ,NA ,NA ,"RURAL WORKS DIVISION GAJAPATI, PARALAKHEMUNDI",No ,No,02-Mar-2026 02:00 PM,09-Mar-2026 11:00 AM,02-Mar-2026 02:00 PM,07-Mar-2026 03:00 PM,NA ,NA ,02-Mar-2026 02:00 PM,07-Mar-2026 03:00 PM,CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-GAJAPATI,Online Tender 16/GJP/2025-26,2026_CERWI_126829_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"CDMS, GSTIN, PAN, AFFIDAVIT AND ANY OTHER DOCUMENTS AS PER DTCN","8,400",Yes,fixed,,Nil,Nil,AOC,CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-GAJAPATI,2026_CERWI_126829_2,Online Tender 16/GJP/2025-26,"Repair and Maintenance of need for Boundary wall, Iron gate other implementation in the new building at Gumma in the district of Gajapati for the year 2025-26",EXECUTIVE ENGINEER,Internal,"DAO, Estimator",Govinda Bihari Marndi,10-Apr-2026 11:41 AM,finsummary_583698.pdf (397.01 KB),Finance,Admitted,Govinda Bihari Marndi,10-Apr-2026 11:32 AM,finance_583698.pdf,BOQ Comparative Chart,1.0,3422382.0,BINNALA VIJAYA BABU,INR,"839,606",10-Apr-2026,"INR 839,606",30.0,Govinda Bihari Marndi,10-Apr-2026 12:59 PM,Cdpogumma12.pdf (939.00 KB),1,3421953,ALLU GEETHALAKSHMI,07-Mar-2026 06:14 AM,Rejected-AOC,Work Awarded to B.Vijaya Babu,10-Apr-2026 12:59 PM,EXECUTIVE ENGINEER,Internal,"DAO, Estimator",Govinda Bihari Marndi,10-Apr-2026 11:36 AM,techsummary_583698.pdf (397.01 KB),AOC
,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3422092,BEJJIPARAPU SATISH,07-Mar-2026 01:39 PM,Rejected-AOC,Work Awarded to B.Vijaya Babu,10-Apr-2026 12:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3422382,BINNALA VIJAYA BABU,07-Mar-2026 01:00 PM,Accepted-AOC,Work Awarded to B.Vijaya Babu,10-Apr-2026 12:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3422271,GOTTIPILLI NABIN,07-Mar-2026 11:39 AM,Rejected-AOC,Work Awarded to B.Vijaya Babu,10-Apr-2026 12:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3422420,HUTTASAN APPATO,07-Mar-2026 12:43 PM,Rejected-AOC,Work Awarded to B.Vijaya Babu,10-Apr-2026 12:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3422323,JANKA SUDHAKARA RAO,07-Mar-2026 12:06 PM,Rejected-AOC,Work Awarded to B.Vijaya Babu,10-Apr-2026 12:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3422585,KHAGESWARA PRADHAN,07-Mar-2026 02:19 PM,Rejected-AOC,Work Awarded to B.Vijaya Babu,10-Apr-2026 12:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3422226,KOMMURU ANUSHA,07-Mar-2026 10:51 AM,Rejected-AOC,Work Awarded to B.Vijaya Babu,10-Apr-2026 12:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3422615,MASABATULA SEKHAR,07-Mar-2026 02:45 PM,Rejected-AOC,Work Awarded to B.Vijaya Babu,10-Apr-2026 12:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3422478,NARASINGHO APPATTO,07-Mar-2026 01:14 PM,Rejected-AOC,Work Awarded to B.Vijaya Babu,10-Apr-2026 12:59 PM,,,,,,,AOC
