Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Executive Officer NAC Padampur,Executive Officer NAC Padampur,"2,000",0.0,Nil,Nil,No,"2,925",Yes,fixed,,Nil,Nil,1,ICICI BANK,15-Nov-2025 09:00 AM,28-Nov-2025 11:00 AM,15-Nov-2025 09:00 AM,27-Nov-2025 05:00 PM,NA ,NA ,15-Nov-2025 09:00 AM,27-Nov-2025 05:00 PM,1.0,Corrigendum-1,Other,,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Municipal Bodies||PADAMPUR NAC,NAC-PDP-06/2025-26,2025_ORULB_121218_19,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Repair and Restoration of Paver Road at Pragati Slum Ward No.11,Repair and Restoration of Paver Road at Pragati Slum Ward No.11,Please refer Tender documents. ,NA ,"2,92,566",Civil Works - Roads,NA ,Tender,90.0,90.0,Padampur,768036.0,NA ,NA ,NA ,Office of the Executive Officer NAC Padampur,No ,No,AOC,SABITRI BAG,Internal,"CHAIRMAN, EO, AEE, ADDL. TAHASILDAR, SUB-TREASURY OFFICER",Ram Chandra Majhi,29-Apr-2026 01:59 PM,techsummary_564224.pdf (574.84 KB),SABITRI BAG,Internal,"CHAIRMAN, EO, ADDL. TAHASILDAR, AEE, SUB-TRAEASURY OFFICER",Ram Chandra Majhi,29-Apr-2026 02:02 PM,finsummary_564224.pdf (574.84 KB),Finance,Repair and Restoration of Paver Road at Pragati Slum Ward No.11,Ram Chandra Majhi,29-Apr-2026 01:57 PM,,BOQ Comparative Chart,1.0,3258359.0,Sumit Ranjan Sahu,INR,"291,103",Municipal Bodies||PADAMPUR NAC,2025_ORULB_121218_19,NAC-PDP-06/2025-26,Repair and Restoration of Paver Road at Pragati Slum Ward No.11,1,3254966,sourav sahu,26-Nov-2025 07:22 PM,Rejected-AOC,L2,29-Apr-2026 02:05 PM,29-Apr-2026,"INR 291,103",90.0,Ram Chandra Majhi,29-Apr-2026 02:05 PM,400.pdf (2141.00 KB),Repair and Restoration of Paver Road at Pragati Slum Ward No.11,AOC
,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3258359,Sumit Ranjan Sahu,26-Nov-2025 07:35 PM,Accepted-AOC,L1,29-Apr-2026 02:05 PM,,,,,,,,AOC
