Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid cost, EMD, Registration certificate, GST, PAN, Non relation certificate, others as per DTCN","6,000",0.0,Nil,Nil,No,"15,000",Yes,fixed,,Nil,Nil,Pradhaniput - Khudub Road,Road,Please refer Tender documents. ,NA ,"14,95,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Sunabeda,763001.0,NA ,NA ,NA ,"R.W Division, Sunabeda",No ,No,12-Jan-2026 02:00 PM,21-Jan-2026 11:00 AM,12-Jan-2026 02:00 PM,20-Jan-2026 05:00 PM,NA ,NA ,12-Jan-2026 02:00 PM,20-Jan-2026 05:00 PM,Superintending Engineer,"Superintending Engineer R.W Division, Sunabeda",1.0,ICICI BANK,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-SUNABEDA,SERWSBD Online 10 2025 26,2026_CERWI_124462_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,13-Apr-2026,"INR 1,270,920",60.0,Avijit Barik,13-Apr-2026 01:35 PM,Wokhudub.pdf (854.00 KB),1,3361622,ANIL KUMAR NANDA,20-Jan-2026 04:05 PM,Rejected-AOC,Not qualified,13-Apr-2026 01:35 PM,Superintending Engineer,Internal,,Avijit Barik,13-Apr-2026 09:57 AM,techsummary_575359.pdf (522.49 KB),CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-SUNABEDA,2026_CERWI_124462_7,SERWSBD Online 10 2025 26,Pradhaniput - Khudub Road,Superintending Engineer,Internal,,Avijit Barik,13-Apr-2026 01:14 PM,finsummary_575359.pdf (416.95 KB),Finance,Bid opening,Avijit Barik,10-Apr-2026 12:47 PM,finance_575359.pdf,BOQ Comparative Chart,1.0,3357063.0,GUPTA BISOI,INR,"1,270,920",AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,,,,,,,2,3359037,BABULI KUMAR SIYA,19-Jan-2026 08:43 AM,Rejected-AOC,Not qualified,13-Apr-2026 01:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3360698,Balabhadra Khillo,20-Jan-2026 10:57 AM,Rejected-AOC,Not qualified,13-Apr-2026 01:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3357063,GUPTA BISOI,16-Jan-2026 01:43 PM,Accepted-AOC,Qualified,13-Apr-2026 01:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3361593,KABITA PADHI,20-Jan-2026 03:59 PM,Rejected-AOC,Not qualified,13-Apr-2026 01:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3361435,KRUSHNA CHANDRA SWAIN,20-Jan-2026 03:08 PM,Rejected-AOC,Not qualified,13-Apr-2026 01:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3360653,Law Kumar Singh,20-Jan-2026 09:12 AM,Rejected-AOC,Not qualified,13-Apr-2026 01:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3358998,LOKANATH JAYANTI,19-Jan-2026 11:00 AM,Rejected-AOC,Not qualified,13-Apr-2026 01:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3360471,MINAKSHI TRIPATHY,19-Jan-2026 08:41 PM,Rejected-AOC,Not qualified,13-Apr-2026 01:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3361326,MOHAN JANI (S.C),20-Jan-2026 02:17 PM,Rejected-AOC,Not qualified,13-Apr-2026 01:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
