S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,3444738.0,PURNA CHANDRA PANDA,INR,"347,400",Finance,Summary Uploaded,JYOTISWARUP SAHU,04-Apr-2026 04:08 PM,finance_586558.pdf,BOQ Comparative Chart,SE SCD,Internal,,JYOTISWARUP SAHU,13-Apr-2026 12:18 PM,finsummary_586558.pdf (3210.48 KB),"CCE,Anandapur Barrage Project||CCE,Anandapur||Soro Canal Division, Soro",2026_CCEAB_127672_1,SESCD- 14 of 2025-26,"Hiring of one no. of Vehicle for the period from 01.04.2026 to 31.03.2027 to be used in the office of the Assistant Executive Engineer ,Soro Canal Sub- Division No- III,Balasore",SE SCD,Internal,,JYOTISWARUP SAHU,13-Apr-2026 12:14 PM,techsummary_586558.pdf (3210.48 KB),1,3446665,OMM GAYATRI TRAVELS,04-Apr-2026 11:51 AM,Rejected-AOC,2ND LOWEST,13-Apr-2026 12:21 PM,13-Apr-2026,"INR 347,400",360.0,JYOTISWARUP SAHU,13-Apr-2026 12:21 PM,LOAS3.pdf (687.00 KB),AOC,0.0,0.0,Nil,Nil,No,1,ICICI BANK,"5,000",No,fixed,,Nil,Nil,"CCE,Anandapur Barrage Project||CCE,Anandapur||Soro Canal Division, Soro",SESCD- 14 of 2025-26,2026_CCEAB_127672_1,Yes,National Competitive Bid,Lump-sum,Services,1.0,No,No,Online,No,No,No,"SE, SCD, SORO","SE, SCD, SORO",30-Mar-2026 11:00 AM,04-Apr-2026 02:00 PM,30-Mar-2026 11:00 AM,04-Apr-2026 01:00 PM,30-Mar-2026 11:00 AM ,02-Apr-2026 05:00 PM ,30-Mar-2026 11:00 AM,04-Apr-2026 01:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,BID DOCUMENT,"Hiring of one no. of Vehicle for the period from 01.04.2026 to 31.03.2027 to be used in the office of the Assistant Executive Engineer ,Soro Canal Sub- Division No- III,Balasore","Hiring of one no. of Vehicle for the period from 01.04.2026 to 31.03.2027 to be used in the office of the Assistant Executive Engineer ,Soro Canal Sub- Division No- III,Balasore",Please refer Tender documents. ,NA ,"4,47,000",Miscellaneous Services,NA ,Tender,30.0,360.0,"SE, SCD, SORO",756045.0,NA ,NA ,NA ,"SE, SCD, SORO",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3444738,PURNA CHANDRA PANDA,04-Apr-2026 11:00 AM,Accepted-AOC,1ST LOWEST,13-Apr-2026 12:21 PM,,,,,,,AOC,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC
