Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,Executive Engineer,"O/O the SE, RWD, Sonepur",04-Feb-2026 09:00 AM,11-Feb-2026 11:00 AM,04-Feb-2026 09:00 AM,09-Feb-2026 05:00 PM,04-Feb-2026 09:00 AM ,07-Feb-2026 04:00 PM ,04-Feb-2026 09:00 AM,09-Feb-2026 05:00 PM,"4,000",0.0,Nil,Nil,No,"5,040",Yes,fixed,,Nil,Nil,S/R TO RD ROAD TO LASTALA AT CH.1/750 KM,Civil Road Works S/R,Please refer Tender documents. ,NA ,"5,04,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Sonepur,757017.0,NA ,NA ,NA ,"O/O the SE, RWD, Sonepur",No ,No,1.0,ICICI BANK,CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,BI No.Tender Online SNPR-13 of 2025-26,2026_CERWI_125490_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,EE Subhrata Meher,Internal,,Rojina Rout,31-Mar-2026 06:05 PM,finsummary_579170.pdf (660.33 KB),CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,2026_CERWI_125490_7,BI No.Tender Online SNPR-13 of 2025-26,S/R TO RD ROAD TO LASTALA AT CH.1/750 KM,1.0,3384595.0,DURGESH PANDA,INR,"503,461",Finance,26 number of bidders,Subhrata Meher,13-Feb-2026 04:02 PM,,BOQ Comparative Chart,1,3386779,Anusaya Mendili,09-Feb-2026 03:39 PM,Rejected-AOC,Rejected,18-Apr-2026 09:57 AM,18-Apr-2026,"INR 503,461",30.0,Subhrata Meher,18-Apr-2026 09:57 AM,Result13.pdf (655.00 KB),EE Subhrata Meher,Internal,,Rojina Rout,30-Mar-2026 12:47 PM,techsummary_579170.pdf (660.33 KB),AOC
,,.pdf,TENDER PAPER COST EMD PAN GST CERTIFICATE VALID CONTRACT LICENCE AFFIDAVIT AS PER DTCN ETC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3384617,BASHISTA PARDIA,09-Feb-2026 12:54 PM,Rejected-AOC,Rejected,18-Apr-2026 09:57 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3387786,BHUMISUTA MAHAPATRA,09-Feb-2026 02:00 PM,Rejected-AOC,Rejected,18-Apr-2026 09:57 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3383684,BIKASH KUMAR PANDA,08-Feb-2026 11:21 PM,Rejected-AOC,Rejected,18-Apr-2026 09:57 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3384595,DURGESH PANDA,09-Feb-2026 11:55 AM,Accepted-AOC,Work awarded in regular lottery system.,18-Apr-2026 09:57 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3385376,GAJENDRA PADHAN,08-Feb-2026 12:24 PM,Rejected-AOC,Rejected,18-Apr-2026 09:57 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3384644,HARIHARA KARNA,09-Feb-2026 12:06 PM,Rejected-AOC,Rejected,18-Apr-2026 09:57 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3387008,HARIHARA PATTNAIKK,09-Feb-2026 02:11 PM,Rejected-AOC,Rejected,18-Apr-2026 09:57 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3387192,JUBULI MISHRA,09-Feb-2026 11:31 AM,Rejected-AOC,Rejected,18-Apr-2026 09:57 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3385324,KALPANA RANA,07-Feb-2026 06:17 PM,Rejected-AOC,Rejected,18-Apr-2026 09:57 AM,,,,,,,,,,,,,AOC
