Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"CONSTRUCTION OF G/WALL AT MRF-II IN WARD NO.8,NAC,ASKA","CONSTRUCTION OF G/WALL AT MRF-II IN WARD NO.8,NAC,ASKA",Please refer Tender documents. ,NA ,"16,94,411",Civil Works - Others,NA ,Tender,120.0,NA ,"NAC,ASKA",761110.0,NA ,NA ,NA ,"EXECUTIVE OFFICER NAC,ASKA",No ,No,"Executive Officer, NAC, Aska","Executive Officer, NAC, Aska","7,080",0.0,Nil,Nil,No,1,ICICI BANK,Municipal Bodies||Aska NAC,ASKANAC/WORKSMISC-09/2025-26,2026_ORULB_125752_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,DTCN,"16,944",Yes,fixed,,Nil,Nil,11-Feb-2026 11:00 AM,24-Feb-2026 11:00 AM,11-Feb-2026 11:00 AM,23-Feb-2026 05:00 PM,NA ,NA ,11-Feb-2026 11:00 AM,23-Feb-2026 05:00 PM,26-Feb-2026 12:15 PM,AOC,22-Apr-2026,"INR 1,691,021",120.0,Rasmi Rani Nahak,22-Apr-2026 04:46 PM,workorder.pdf (711.00 KB),1,3408496,DEVI PRASAD BEHERA,23-Feb-2026 03:08 PM,Accepted-AOC,accepted,22-Apr-2026 04:47 PM,Chairperson,Internal,Executive Officer Junior Engineer Municipal Engineer Accountant,Rasmi Rani Nahak,26-Feb-2026 12:08 PM,26-Feb-2026 12:15 PM,techsummary_580408.pdf (464.04 KB),Finance,Admitted,Rajesh Kumar Mahapatra,26-Feb-2026 02:57 PM,,BOQ Comparative Chart,Technical,Admitted,Rajesh Kumar Mahapatra,24-Feb-2026 03:14 PM,,Municipal Bodies||Aska NAC,2026_ORULB_125752_9,ASKANAC/WORKSMISC-09/2025-26,"CONSTRUCTION OF G/WALL AT MRF-II IN WARD NO.8,NAC,ASKA",Chairperson,Internal,Executive Officer Junior Engineer Accountant Municipal Engineer,Rasmi Rani Nahak,22-Apr-2026 04:43 PM,finsummary_580408.pdf (464.04 KB),1.0,3408496.0,DEVI PRASAD BEHERA,INR,"1,691,021",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,AOC,,,,,,,2,3408296,SIMANCHALA DAS,23-Feb-2026 02:54 PM,Rejected-Finance,Rejected,22-Apr-2026 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
