S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,ICICI BANK,PHEO||PH Circle Bhawanipatna||PH Division Koraput,NIT No.11 of 2025-26 ACE,2025_PHEO_123236_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,"Superintending Engineer, PHD Koraput","Superintending Engineer, PHD Koraput",1.0,1st corrigendum,Other,,1.0,Fee/PreQual/Technical,.pdf,DTCN,"4,80,867",Yes,percentage,1.0%,Nil,Nil,"Automation of 5 and 2.27 MLD Zonal reservoir and other ancillary work at Malkangiri under State Plan, D.No.13-4215 SUJALA for the Year 2025-26",Automation of 5 and 2.27 MLD Zonal reservoir and other ancillary work at Malkangiri,Please refer Tender documents. ,NA ,"4,80,86,733",Civil Works - Water Works,NA ,Rate Contract,120.0,180.0,Malkangiri,764045.0,NA ,NA ,NA ,"Superintending Engineer, PHD Koraput",No ,No,18-Dec-2025 04:30 PM,31-Dec-2025 11:00 AM,18-Dec-2025 04:30 PM,30-Dec-2025 05:00 PM,18-Dec-2025 04:30 PM ,29-Dec-2025 05:00 PM ,18-Dec-2025 04:30 PM,30-Dec-2025 05:00 PM,03-Feb-2026 12:00 PM,AOC,15-Apr-2026,"INR 43,282,868",180.0,Chiranjibi Mahali,15-Apr-2026 11:38 AM,aoc.pdf (2030.00 KB),AOC,"SE, PHD Koraput",Internal,"SE, AEE, DAO and AEE estimator under this division",Chiranjibi Mahali,15-Apr-2026 11:33 AM,finsummary_571746.pdf (336.53 KB),Technical,5nos bidders are participating and all documents downloaded,Chiranjibi Mahali,31-Dec-2025 04:09 PM,technical_571746.pdf,1,3337420,ADITYA ENGINEERING SERVICES,29-Dec-2025 04:07 PM,Accepted-AOC,AOC,15-Apr-2026 11:38 AM,Finance,4nos bidders are admitted,Chiranjibi Mahali,15-Apr-2026 11:27 AM,finance_571746.pdf,BOQ Comparative Chart,1.0,3337420.0,ADITYA ENGINEERING SERVICES,INR,"43,282,868",PHEO||PH Circle Bhawanipatna||PH Division Koraput,2025_PHEO_123236_1,NIT No.11 of 2025-26 ACE,"Automation of 5 and 2.27 MLD Zonal reservoir and other ancillary work at Malkangiri under State Plan, D.No.13-4215 SUJALA for the Year 2025-26","Superintending Engineer, PHD Koraput",Internal,"SE, AEE, DAO and AEE estimator under this division",Chiranjibi Mahali,31-Jan-2026 07:42 PM,03-Feb-2026 12:00 PM,techsummary_571746.pdf (1710.34 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3340303,JRCC Infra LLP,30-Dec-2025 03:42 PM,Rejected-Finance,Lottery lost,15-Apr-2026 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3340454,M/S JAGADISH PRASAD AGRAWAL,30-Dec-2025 04:23 PM,Rejected-Technical,"The agency has executed the automation work as verified from Executive Engineer, RWSS Division, Bolangir vide lr.No.169 dtd.16.1.2026",31-Jan-2026 07:42 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3335839,M/S SABITA ENTERPRISES,30-Dec-2025 04:26 PM,Rejected-Finance,Lottery lost,15-Apr-2026 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3338249,SUVENDU DAS,29-Dec-2025 07:10 PM,Rejected-Finance,2nd lowest,15-Apr-2026 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
