Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Paper Cost, EMD, License, PAN, GST, Affidavits, undertaking and any other documents as per DTCN","4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"PA, ITDA, TH.RAMPUR AT BHAWANIPATNA","ITDA, Th.Rampur at Bhawanipatna, Kalahandi, Odisha",29-Jan-2026 11:00 AM,12-Feb-2026 11:00 AM,29-Jan-2026 11:00 AM,10-Feb-2026 05:00 PM,NA ,NA ,29-Jan-2026 11:00 AM,10-Feb-2026 05:00 PM,26-Feb-2026 06:00 PM,"9,300",Yes,fixed,,Nil,Nil,ST and SC Development Deptt||ITDA Th. Rampur,ITDATHR-04/2025-26,2026_STSCD_125094_8,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of Additional Class Room at Godaramaska,Construction of Additional Class Room at Godaramaska,D and C ,NA ,"9,22,821",Civil Works - Buildings,NA ,Tender,120.0,180.0,KALAHANDI/BHAWANIPATNA,766001.0,NA ,NA ,NA ,"ITDA, TH.RAMPUR AT BHAWANIPATNA",No ,No,AOC,"Collector, Kalahandi",Internal,"PA, ITDA",Pradyumna Dash,25-Apr-2026 11:38 AM,finsummary_577986.pdf (3176.13 KB),ST and SC Development Deptt||ITDA Th. Rampur,2026_STSCD_125094_8,ITDATHR-04/2025-26,Construction of Additional Class Room at Godaramaska,Technical,Technical Evaluation,Pradyumna Dash,26-Feb-2026 11:50 AM,technical_577986.pdf,1.0,3388382.0,PRATAP KISHOR NAIK,INR,"921,897.99",1,3391148,ABHIMANYU NAIK,10-Feb-2026 04:08 PM,Rejected-Finance,Rejected by Tender Committee,25-Apr-2026 11:38 AM,25-Apr-2026,"INR 921,897.99",180.0,Pradyumna Dash,25-Apr-2026 11:40 AM,957Pratap.pdf (420.00 KB),Awarded,Finance,Proceeding,Pradyumna Dash,25-Apr-2026 11:35 AM,finance_577986.pdf,BOQ Comparative Chart,"PA, ITDA",Internal,Uploaded,Pradyumna Dash,26-Feb-2026 04:24 PM,26-Feb-2026 06:00 PM,techsummary_577986.pdf (1788.81 KB),AOC
2.0,Finance,.xls,Bill of Quantity,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3390095,Anjana Naik,10-Feb-2026 02:26 PM,Rejected-Finance,Rejected by Tender Committee,25-Apr-2026 11:38 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3385913,Debasish Kumar Sahu,08-Feb-2026 05:16 PM,Rejected-Finance,Rejected by Tender Committee,25-Apr-2026 11:38 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3385899,JYOTIRMAYEE TANKAR,08-Feb-2026 07:31 PM,Rejected-Finance,Rejected by Tender Committee,25-Apr-2026 11:38 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3388382,PRATAP KISHOR NAIK,09-Feb-2026 11:15 PM,Accepted-AOC,Awarded,25-Apr-2026 11:40 AM,,,,,,,,,,,,,,,,,,,,,AOC
