Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
27-Nov-2025 12:00 PM,09-Dec-2025 11:00 AM,27-Nov-2025 12:00 PM,08-Dec-2025 05:00 PM,NA ,NA ,27-Nov-2025 12:00 PM,08-Dec-2025 05:00 PM,1.0,Having no experience,Other,,1.0,Fee/PreQual/Technical/Finance,.pdf,Regist_of_licence_GST_Regd_PAN_Paper_cost_Affidavit_Decl_and_other_doc_as_per_DTCN,Municipal Bodies||Pipli NAC,PIPILI-NAC-5(71)/2025-26,2025_ORULB_121427_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,Construction of CC road from Konark road to Patana Sahi Canal Bandha in Ward No - 02,Construction of CC road from Konark road to Patana Sahi Canal Bandha in Ward No - 02,Please refer Tender documents. ,NA ,"5,08,586",Civil Works - Roads,NA ,Tender,90.0,60.0,Pipli NAC,752104.0,NA ,NA ,NA ,"Office of the Executive officer, Pipli NAC, Pipli",No ,No,"5,100",Yes,fixed,,Nil,Nil,1,ICICI BANK,"Executive Officer, pipli NAC","Office of the Executive officer, Pipli NAC, Pipli",AOC,Chairperson,Internal,,Kadambini Jena,07-Apr-2026 01:15 PM,finsummary_567109.pdf (655.70 KB),Chairperson,Internal,,Kadambini Jena,07-Apr-2026 01:03 PM,techsummary_567109.pdf (655.70 KB),1.0,3285367.0,MD SAPHIK,INR,"508,626.74",Municipal Bodies||Pipli NAC,2025_ORULB_121427_12,PIPILI-NAC-5(71)/2025-26,Construction of CC road from Konark road to Patana Sahi Canal Bandha in Ward No - 02,1,3285367,MD SAPHIK,07-Dec-2025 10:41 AM,Accepted-AOC,As per quoted rate,07-Apr-2026 01:20 PM,07-Apr-2026,"INR 508,626.74",60.0,Kadambini Jena,07-Apr-2026 01:20 PM,WO.pdf (196.00 KB),Finance,2 nos. of bidder have participated in bidding process,Kadambini Jena,07-Apr-2026 12:45 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3285339,SK SAMIM UDDIN,08-Dec-2025 10:45 AM,Rejected-AOC,As per quoted rate,07-Apr-2026 01:20 PM,,,,,,,,,,,,,AOC
