Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,"11,800",0.0,Nil,Nil,No,1.0,PLAN AND ELEVATION,Technical Bid,,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",1.0,ICICI BANK,Orissa State Police Housing and Welfare Corporation Ltd,25/OPHWC/2025-26,2026_OSPHW_124974_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"Construction of Atal Bus Stand (A-Type) at Bindhana under Jajpur Sadar Block, Jajpur",Building Work,Please refer Tender documents. ,NA ,"38,99,93,179",Civil Works - Buildings,NA ,Tender,90.0,730.0,Jajpur,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,22-Jan-2026 06:55 PM,12-Feb-2026 10:30 AM,22-Jan-2026 06:55 PM,11-Feb-2026 05:00 PM,NA ,NA ,22-Jan-2026 06:55 PM,11-Feb-2026 05:00 PM,27-Feb-2026 10:30 AM,"38,99,900",Yes,fixed,,Nil,Nil,AOC,1,3390274,Ashirbad Eng & Construction Private Limited,11-Feb-2026 04:01 PM,Rejected-Technical,Non securing qualifying marks in the Point of Presentation as per DTCN Cl.110(m).,26-Feb-2026 05:56 PM,07-Apr-2026,"INR 315,114,489",730.0,Bikram Keshari Malla,07-Apr-2026 02:59 PM,BINDHANA.pdf (509.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 31.03.2026,Finance,Financial bid opened,MONALISHA PADHY,27-Feb-2026 10:40 AM,,BOQ Comparative Chart,AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,Srikanta Samal,26-Feb-2026 05:56 PM,27-Feb-2026 10:30 AM,techsummary_577382.pdf (370.18 KB),AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,07-Apr-2026 02:54 PM,finsummary_577382.pdf (381.21 KB),Orissa State Police Housing and Welfare Corporation Ltd,2026_OSPHW_124974_1,25/OPHWC/2025-26,"Construction of Atal Bus Stand (A-Type) at Bindhana under Jajpur Sadar Block, Jajpur",Technical,5 Nos. of bidders have been participated,MONALISHA PADHY,12-Feb-2026 11:19 AM,,1.0,3392073.0,M/s Lalitendu Satpathy,INR,"315,114,489",AOC
,,,,,,,,,,,,,.pdf,Other Document as per DTCN,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3387563,DIVERSIFIED ENERGY SOLUTIONS PRIVATE LIMITED,11-Feb-2026 03:44 PM,Rejected-Finance,DUE TO L3 BIDDER,07-Apr-2026 02:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3392073,M/s Lalitendu Satpathy,11-Feb-2026 12:56 PM,Accepted-AOC,QUALIFIED BIDDER,07-Apr-2026 02:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3391893,SAT INDER CONSTRUCTIONS PVT LTD,11-Feb-2026 04:42 PM,Rejected-Finance,DUE TO L2 BIDDER,07-Apr-2026 02:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3391457,Y B CONSTRUCTIONS PRIVATE LIMITED,11-Feb-2026 03:17 PM,Rejected-Technical,Non submission of Sch G as per DTCN Cl. 12 and 110(j).,26-Feb-2026 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
