Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
REPAIR AND RENOVATION OF DRAIN BACKSIDE OF SURYA DASH HOUSE IN WARD NO-11,REPAIR AND RENOVATION OF DRAIN BACKSIDE OF SURYA DASH HOUSE IN WARD NO-11,Please refer Tender documents. ,NA ,"9,79,843",Civil Works - Others,NA ,Tender,120.0,NA ,"NAC,ASKA",761110.0,NA ,NA ,NA ,"EXECUTIVE OFFICER NAC,ASKA",No ,No,Municipal Bodies||Aska NAC,ASKANAC/WORKSMISC-09/2025-26,2026_ORULB_125752_13,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,DTCN,"4,720",0.0,Nil,Nil,No,"Executive Officer, NAC, Aska","Executive Officer, NAC, Aska",11-Feb-2026 11:00 AM,24-Feb-2026 11:00 AM,11-Feb-2026 11:00 AM,23-Feb-2026 05:00 PM,NA ,NA ,11-Feb-2026 11:00 AM,23-Feb-2026 05:00 PM,26-Feb-2026 12:15 PM,"9,798",Yes,fixed,,Nil,Nil,1,ICICI BANK,AOC,Chairperson,Internal,Executive Officer Junior Engineer Municipal Engineer Accountant,Rasmi Rani Nahak,26-Feb-2026 12:01 PM,26-Feb-2026 12:15 PM,techsummary_580513.pdf (464.04 KB),Finance,Admitted,Rajesh Kumar Mahapatra,26-Feb-2026 03:10 PM,,BOQ Comparative Chart,Chairperson,Internal,Executive Officer Junior Engineer Accountant Municipal Engineer,Rasmi Rani Nahak,23-Apr-2026 12:43 PM,finsummary_580513.pdf (464.04 KB),Technical,Admitted,Rajesh Kumar Mahapatra,24-Feb-2026 03:39 PM,,1,3408397,Bhagaban Behera,23-Feb-2026 04:16 PM,Accepted-AOC,accepted,23-Apr-2026 12:47 PM,Municipal Bodies||Aska NAC,2026_ORULB_125752_13,ASKANAC/WORKSMISC-09/2025-26,REPAIR AND RENOVATION OF DRAIN BACKSIDE OF SURYA DASH HOUSE IN WARD NO-11,1.0,3408397.0,Bhagaban Behera,INR,"911,351",23-Apr-2026,"INR 911,351",120.0,Rasmi Rani Nahak,23-Apr-2026 12:47 PM,workorder13.pdf (705.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3408646,Rojalini Bisoyi,23-Feb-2026 04:43 PM,Rejected-Finance,Rejected,23-Apr-2026 12:43 PM,,,,,,,,,,,,,,,,AOC
