Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Development Of Gandhi Park in ward No-20,Development Of Gandhi Park in ward No-20,Please refer Tender documents. ,NA ,"16,95,018",Civil Works - Others,NA ,Tender,90.0,NA ,BHAWANIPATNA MUNICIPALITY,766001.0,NA ,NA ,NA ,BHAWANIPATNA MUNICIPALITY,No ,No,13-Feb-2026 11:00 AM,26-Feb-2026 05:30 PM,13-Feb-2026 11:00 AM,26-Feb-2026 05:00 PM,NA ,NA ,13-Feb-2026 11:00 AM,26-Feb-2026 05:00 PM,"17,000",Yes,fixed,,Nil,Nil,Municipal Bodies||Bhawanipatna Municipality,BPM/06/2025-26,2026_ORULB_125969_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY","EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY","6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Extension of date,Date,,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,AOC,CP,Internal,,Pramod Kumar Padhi,27-Apr-2026 04:26 PM,finsummary_581058.pdf (151.25 KB),Municipal Bodies||Bhawanipatna Municipality,2026_ORULB_125969_8,BPM/06/2025-26,Development Of Gandhi Park in ward No-20,1.0,3407903.0,JAJATI KESHARI MOHANTY,INR,"1,693,511.32",Finance,Accepted,Pramod Kumar Padhi,27-Apr-2026 11:30 AM,,BOQ Comparative Chart,27-Apr-2026,"INR 1,693,511.32",30.0,Pramod Kumar Padhi,27-Apr-2026 04:30 PM,8proceeding.pdf (151.00 KB),1,3412330,ALOK KUMAR PANIGRAHI,26-Feb-2026 01:32 PM,Rejected-Finance,L3,27-Apr-2026 04:26 PM,CP,Internal,,Pramod Kumar Padhi,27-Apr-2026 11:34 AM,techsummary_581058.pdf (151.25 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3406475,CHANDRABHANU AGRAWAL,21-Feb-2026 01:41 PM,Rejected-Finance,L3,27-Apr-2026 04:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3406611,DHANANJAYA MAHANANDA,26-Feb-2026 10:10 AM,Rejected-Finance,L3,27-Apr-2026 04:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3406826,DOLAMANI CHOUDHURY,21-Feb-2026 02:58 PM,Rejected-Finance,L3,27-Apr-2026 04:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3407903,JAJATI KESHARI MOHANTY,25-Feb-2026 06:45 PM,Accepted-AOC,awarded,27-Apr-2026 04:30 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3406168,JANAKI PUJHARI,21-Feb-2026 01:08 PM,Rejected-Finance,L3,27-Apr-2026 04:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3406525,LAXMIPRIYA SABAR,23-Feb-2026 09:39 AM,Rejected-Finance,L3,27-Apr-2026 04:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3411680,NIRAKAR MAJHI,25-Feb-2026 07:54 PM,Rejected-Finance,L3,27-Apr-2026 04:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3406459,PRATIK BHANSALI,21-Feb-2026 12:35 PM,Rejected-Finance,L3,27-Apr-2026 04:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3406141,PUSPANJALI BABU,20-Feb-2026 08:52 PM,Rejected-Finance,L3,27-Apr-2026 04:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3412200,RANJAYA KUMAR THAKUR,26-Feb-2026 01:45 PM,Rejected-Finance,L3,27-Apr-2026 04:26 PM,,,,,,,AOC
